字段1,字段2,字段3
"
          问
          债权转让是否需要公证吗        ","债权人转让不需要公证。法律规定，债权人转让债权，未通知债务人的，该转让对债务人不产生法律效力。

也就是说，债权转让只要债权人通知了债务人就发生转让的效力，而无需公证。公证并不是债权转让生效的必备要件，当事人可以根据实际情况选择是否公证。

2021年1月1日生效的《民法典》第五百四十六条规定，债权人转让债权，未通知债务人的，该转让对债务人不发生效力。

债权转让的通知不得撤销，但是经受让人同意的除外。

第五百四十七条规定，债权人转让债权的，受让人取得与债权有关的从权利，但是该从权利专属于债权人自身的除外。","
                  法律依据：
                  《民法典》第五百四十六条

债权人转让债权，未通知债务人的，该转让对债务人不发生效力。

债权转让的通知不得撤销，但是经受让人同意的除外。

第五百四十七条规定，债权人转让债权的，受让人取得与债权有关的从权利，但是该从权利专属于债权人自身的除外。                "
"
          问
          债权人有处置债务人的房产的权利吗        ","债权人是否有权处置债务人的房产，需要根据房产的性质决定。

如果该房产是作为抵押物或担保物，且已经办理抵押登记或担保登记的，债务人到期不履行债务使得担保物权实现，此时债权人有权处置房产；但如果是法院强制执行不动产时，债权人无权处置债务人的房产。

《民事诉讼法》第二百四十四条规定，被执行人未按执行通知履行法律文书确定的义务，人民法院有权查封、扣押、冻结、拍卖、变卖被执行人应当履行义务部分的财产。但应当保留被执行人及其所扶养家属的生活必需品。

采取前款措施，人民法院应当作出裁定。","
                  法律依据：
                  《民事诉讼法》第二百四十四条

被执行人未按执行通知履行法律文书确定的义务，人民法院有权查封、扣押、冻结、拍卖、变卖被执行人应当履行义务部分的财产。但应当保留被执行人及其所扶养家属的生活必需品。

采取前款措施，人民法院应当作出裁定。                "
"
          问
          公司债务发生纠纷要怎么处理        ","公司债务发生纠纷的处理：债权人可以直接向人民法院依法提起诉讼，其次债权人应当搜集能够证明双方之间存在借贷关系的证据和债务人有履行偿还能力但一直不履行的证据。在债权人起诉之前，还可以向人民法院申请财产保全，以保证胜诉后能够拿到还款。

《民事诉讼法》第一百一十九条规定，起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。","
                  法律依据：
                  《民事诉讼法》第一百一十九条

起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。                "
"
          问
          民间借贷未约定利息怎么办        ","民间借贷未约定利息的，不用给利息。法律规定，借款合同对支付利息没有约定的，视为没有利息。借款合同对支付利息约定不明确，当事人不能达成补充协议的，按照当地或者当事人的交易方式、交易习惯、市场利率等因素确定利息；自然人之间借款的，视为没有利息。

2021年1月1日生效的《民法典》第六百八十条规定，禁止高利放贷，借款的利率不得违反国家有关规定。

借款合同对支付利息没有约定的，视为没有利息。

借款合同对支付利息约定不明确，当事人不能达成补充协议的，按照当地或者当事人的交易方式、交易习惯、市场利率等因素确定利息；自然人之间借款的，视为没有利息。","
                  法律依据：
                  《民法典》第六百八十条

禁止高利放贷，借款的利率不得违反国家有关规定。

借款合同对支付利息没有约定的，视为没有利息。

借款合同对支付利息约定不明确，当事人不能达成补充协议的，按照当地或者当事人的交易方式、交易习惯、市场利率等因素确定利息；自然人之间借款的，视为没有利息。                "
"
          问
          债务诉讼应提供什么证据        ","债务诉讼应提供的证据包括：出借人向人民法院提起民间借贷诉讼时，应当提供借据、收据、欠条等债权凭证以及其他能够证明借贷法律关系存在的证据，如双方的转账记录；知情人的证人证言等。

《民事诉讼法》第六十三条规定，证据包括：

（一）当事人的陈述；

（二）书证；

（三）物证；

（四）视听资料；

（五）电子数据；

（六）证人证言；

（七）鉴定意见；

（八）勘验笔录。

证据必须查证属实，才能作为认定事实的根据。","
                  法律依据：
                  《民事诉讼法》第六十三条

证据包括：

（一）当事人的陈述；

（二）书证；

（三）物证；

（四）视听资料；

（五）电子数据；

（六）证人证言；

（七）鉴定意见；

（八）勘验笔录。

证据必须查证属实，才能作为认定事实的根据。                "
"
          问
          抵押人的抗辩权时效是多久        ","抵押人的抗辩权时效是三年。法律规定，向人民法院请求保护民事权利的诉讼时效期间为三年。因此，抵押人的诉讼时效是3年，自权利人知道或者应当知道权利受到损害以及义务人之日起计算。

2021年1月1日生效的《民法典》第一百八十八条规定，向人民法院请求保护民事权利的诉讼时效期间为三年。法律另有规定的，依照其规定。

诉讼时效期间自权利人知道或者应当知道权利受到损害以及义务人之日起计算。法律另有规定的，依照其规定。但是，自权利受到损害之日起超过二十年的，人民法院不予保护，有特殊情况的，人民法院可以根据权利人的申请决定延长。","
                  法律依据：
                  《民法典》第一百八十八条

向人民法院请求保护民事权利的诉讼时效期间为三年。法律另有规定的，依照其规定。

诉讼时效期间自权利人知道或者应当知道权利受到损害以及义务人之日起计算。法律另有规定的，依照其规定。但是，自权利受到损害之日起超过二十年的，人民法院不予保护，有特殊情况的，人民法院可以根据权利人的申请决定延长。                "
"
          问
          债务承担的效力如何        ","债务承担的效力：

1、第三人取得债务人的法律地位，免责的债务承担成立后，由第三人取代原债务人，成为新债务人，直接向债权人承担债务；

2、抗辩权随之转移，债务人转移义务的，其权利与义务也随之转移；

3、从债务一并随之转移。

2021年1月1日生效的《移民法典》第五百五十三条规定，债务人转移债务的，新债务人可以主张原债务人对债权人的抗辩；原债务人对债权人享有债权的，新债务人不得向债权人主张抵销。

第五百五十四条规定，债务人转移债务的，新债务人应当承担与主债务有关的从债务，但是该从债务专属于原债务人自身的除外。","
                  法律依据：
                  《民法典》第五百五十三条

债务人转移债务的，新债务人可以主张原债务人对债权人的抗辩；原债务人对债权人享有债权的，新债务人不得向债权人主张抵销。

第五百五十四条

债务人转移债务的，新债务人应当承担与主债务有关的从债务，但是该从债务专属于原债务人自身的除外。                "
"
          问
          总公司需要承担分公司的债权债务吗        ","总公司需要承担分公司的债权债务。

公司可以设立分公司，分公司不具有企业法人资格，其民事责任由公司承担。

也就是说，不具有法人资格的企业法人的分支机构，产生的财产责任，分支机构如有偿付能力的，应当自行承担；如无偿付能力的，由总公司负担。

《公司法》第十四条规定，公司可以设立分公司。设立分公司，应当向公司登记机关申请登记，领取营业执照。分公司不具有法人资格，其民事责任由公司承担。

公司可以设立子公司，子公司具有法人资格，依法独立承担民事责任。","
                  法律依据：
                  《公司法》第十四条

公司可以设立分公司。设立分公司，应当向公司登记机关申请登记，领取营业执照。分公司不具有法人资格，其民事责任由公司承担。

公司可以设立子公司，子公司具有法人资格，依法独立承担民事责任。                "
"
          问
          债权及债务转让的时效是多久        ","债权转让的时效是债权人依法转让债权后，至该债权的诉讼时效期间届满为止；债务转让的时效也是一样的，也是自债务转让生效后，到该债务的诉讼时效期间届满为止。债权债务的诉讼时效期间通常是3年。

2021年1月1日生效的《民法典》第五百四十六条规定，债权人转让债权，未通知债务人时，该转让对债务人不发生效力。

债权转让的通知不得撤销，但是经受让人同意的除外。

第五百四十七条规定，债权人转让债权的，受让人取得与债权有关的从权利，但是该从权利专属于债权人自身的除外。","
                  法律依据：
                  《民法典》第五百四十六条

债权人转让债权，未通知债务人的，该转让对债务人不发生效力。

债权转让的通知不得撤销，但是经受让人同意的除外。

第五百四十七条

债权人转让债权的，受让人取得与债权有关的从权利，但是该从权利专属于债权人自身的除外。                "
"
          问
          债权人应该如何追回债务        ","债权人追回债务的方式：债权人可以直接向有管辖权的人民法院提起诉讼，同时应提交可以证明双方存在债权债务纠纷的证据，如借条、欠条等借据；并在起诉之前，向人民法院申请财产保全，以保证胜诉后的执行。

《民事诉讼法》第一百一十九条规定，起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。","
                  法律依据：
                  《民事诉讼法》第一百一十九条

起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。                "
"
          问
          民间借贷三分利息受法律保护吗        ","民间借贷三分利息是否受法律保护，需要看三分利息是月息还是年息，如果是月息三分，也就是月息为3%，年息为36%，此时利息已经超过了法律保护的范围，因此是不受法律保护的；但如果是年息3%，则是受法律保护的。

《关于审理民间借贷案件适用法律若干问题的规定》【删第二十六条规定删】，出借人请求借款人按照合同约定利率支付利息的，人民法院应予支持，但是双方约定的利率超过合同成立时一年期贷款市场报价利率四倍的除外。

前款所称“一年期贷款市场报价利率”，是指中国人民银行授权全国银行间同业拆借中心自2019年8月20日起每月发布的一年期贷款市场报价利率。","
                  法律依据：
                  《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第二十五条

出借人请求借款人按照合同约定利率支付利息的，人民法院应予支持，但是双方约定的利率超过合同成立时一年期贷款市场报价利率四倍的除外。

前款所称“一年期贷款市场报价利率”，是指中国人民银行授权全国银行间同业拆借中心自2019年8月20日起每月发布的一年期贷款市场报价利率。                "
"
          问
          债权人怎样才能通过诉讼讨债        ","债权人通过诉讼讨债的方式：首先，债权人要向人民法院依法提起诉讼，其次债权人应当搜集能够证明双方之间存在借贷关系的证据和债务人有履行偿还能力但一直不履行的证据。在债权人起诉之前，还可以向人民法院申请财产保全，以保证胜诉后能够拿到还款。

《民事诉讼法》第一百一十九条规定，起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。","
                  法律依据：
                  《民事诉讼法》第一百一十九条

起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。                "
"
          问
          拿到什么证据可代位权才能行使        ","代位权诉讼中应准备的证据有：

1、能够证明债权债务关系的资料，如借条、合同；

2、能够证明债权已经到期的资料；

3、债务人和第三人之间存在的债权关系，且债务人故意不行使到期权利的证明。

2021年1月1日生效的《民法典》第五百三十五条规定，因债务人怠于行使其债权或者与该债权有关的从权利，影响债权人的到期债权实现的，债权人可以向人民法院请求以自己的名义代位行使债务人对相对人的权利，但是该权利专属于债务人自身的除外。

代位权的行使范围以债权人的到期债权为限。债权人行使代位权的必要费用，由债务人负担。

相对人对债务人的抗辩，可以向债权人主张。","
                  法律依据：
                  《民法典》第五百三十五条

因债务人怠于行使其债权或者与该债权有关的从权利，影响债权人的到期债权实现的，债权人可以向人民法院请求以自己的名义代位行使债务人对相对人的权利，但是该权利专属于债务人自身的除外。

代位权的行使范围以债权人的到期债权为限。债权人行使代位权的必要费用，由债务人负担。

相对人对债务人的抗辩，可以向债权人主张。                "
"
          问
          欠条除了手写是否还可以打印        ","欠条除了手写，是可以打印的。法律规定，借款合同应当采用书面形式，但是自然人之间借款另有约定的除外。因此，欠条是可以打印的。借款合同必须是由具有民事行为能力的当事人，在意思表示真实且不违法违规的情况下签订的，才有效。

2021年1月1日生效的《民法典》第六百六十八条规定，借款合同应当采用书面形式，但是自然人之间借款另有约定的除外。

借款合同的内容一般包括借款种类、币种、用途、数额、利率、期限和还款方式等条款。","
                  法律依据：
                  《民法典》第六百六十八条

借款合同应当采用书面形式，但是自然人之间借款另有约定的除外。

借款合同的内容一般包括借款种类、币种、用途、数额、利率、期限和还款方式等条款。                "
"
          问
          合同债权质押的有效条件是什么        ","合同债权质押的有效条件：

1、合同债权须合法有效；

2、合同债权须具有可转让性；

3、在双方互负义务的合同中，债权人基于先履行或同时履行对等义务而享有的债权不宜成为质押的标的。合同债权质押是指为担保某一债权的实现，而由债务人或第三人以其所享有的合同债权为标的向债权人设立的质押。

2021年1月1日生效的《民法典》第四百四十条规定，债务人或者第三人有权处分的下列权利可以出质：

（一）汇票、本票、支票；

（二）债券、存款单；

（三）仓单、提单；

（四）可以转让的基金份额、股权；

（五）可以转让的注册商标专用权、专利权、著作权等知识产权中的财产权。","
                  法律依据：
                  《民法典》第四百四十条

债务人或者第三人有权处分的下列权利可以出质：

（一）汇票、本票、支票；

（二）债券、存款单；

（三）仓单、提单；

（四）可以转让的基金份额、股权；

（五）可以转让的注册商标专用权、专利权、著作权等知识产权中的财产权；

（六）现有的以及将有的应收账款；

（七）法律、行政法规规定可以出质的其他财产权利。                "
"
          问
          债务人迟延履行该怎么办        ","债务人迟延履行的解决方式：双方在合同中确定了履行期限，规定在履行期限届满后，债权人可以不再继续履行；迟延履行以后，债权人能够证明继续履行无任何利益，也可以解除合同。当事人就迟延履行约定违约金的，违约方支付违约金后，还应当履行债务。

2021年1月1日生效的《民法典》第五百八十五条规定，当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。

约定的违约金低于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以增加；约定的违约金过分高于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以适当减少。

当事人就迟延履行约定违约金的，违约方支付违约金后，还应当履行债务。","
                  法律依据：
                  《民法典》第五百八十五条

当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。

约定的违约金低于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以增加；约定的违约金过分高于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以适当减少。

当事人就迟延履行约定违约金的，违约方支付违约金后，还应当履行债务。                "
"
          问
          没到还款期债权人是否可以向法院起诉        ","没到还款期债权人不可以向法院起诉，但是债务人明确表示自己不还款的除外。

根据2021年实施的《民法典》第五百七十八条规定，当事人一方明确表示或者以自己的行为表明不履行合同义务的，对方可以在履行期限届满前请求其承担违约责任。

《民事诉讼法》第一百一十九条规定，起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。","
                  法律依据：
                  《民法典》第五百七十八条

当事人一方明确表示或者以自己的行为表明不履行合同义务的，对方可以在履行期限届满前请求其承担违约责任。

《民事诉讼法》第一百一十九条

起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。                "
"
          问
          无权处分订立的抵押合同如何处理        ","无权处分订立的抵押合同的处理分情况判断：

1、权利人不认可的，属于无效合同，没有合同效力；

2、属于待定合同效力的情形，经权利人确认的属于有效合同；

3、善意第三人在符合法定条件的情形下可以善意取得，合同具有合同效力。

根据2021年1月1日起施行生效的《民法典》第五百九十七条规定，因出卖人未取得处分权致使标的物所有权不能转移的，买受人可以解除合同并请求出卖人承担违约责任。

法律、行政法规禁止或者限制转让的标的，依照其规定。","
                  法律依据：
                  《中华人民共和国民法典》第五百九十七条

因出卖人未取得处分权致使标的物所有权不能转移的，买受人可以解除合同并请求出卖人承担违约责任。

法律、行政法规禁止或者限制转让的标的物，依照其规定。                "
"
          问
          借款合同的效力应该怎么确定        ","借款合同自依法成立时生效。

根据2021年实施的《民法典》第五百零二条第一、二款规定，依法成立的合同，自成立时生效，但是法律另有规定或者当事人另有约定的除外。

依照法律、行政法规的规定，合同应当办理批准等手续的，依照其规定。未办理批准等手续影响合同生效的，不影响合同中履行报批等义务条款以及相关条款的效力。应当办理申请批准等手续的当事人未履行义务的，对方可以请求其承担违反该义务的责任。

第六百七十九条规定，自然人之间的借款合同，自贷款人提供借款时成立。","
                  法律依据：
                  《民法典》第五百零二条第一、二款

依法成立的合同，自成立时生效，但是法律另有规定或者当事人另有约定的除外。

依照法律、行政法规的规定，合同应当办理批准等手续的，依照其规定。未办理批准等手续影响合同生效的，不影响合同中履行报批等义务条款以及相关条款的效力。应当办理申请批准等手续的当事人未履行义务的，对方可以请求其承担违反该义务的责任。

第六百七十九条

自然人之间的借款合同，自贷款人提供借款时成立。                "
"
          问
          打了欠条到时间不给如何处理        ","打了欠条到时间不给的，可以向债务人催还，债务人拒不履行义务的，可以申请支付令或者直接向法院起诉或者申请仲裁。

根据《民事诉讼法》第二百一十六条规定，人民法院受理申请后，经审查债权人提供的事实、证据，对债权债务关系明确、合法的，应当在受理之日起十五日内向债务人发出支付令；申请不成立的，裁定予以驳回。债务人应当自收到支付令之日起十五日内清偿债务，或者向人民法院提出书面异议。债务人在前款规定的期间不提出异议又不履行支付令的，债权人可以向人民法院申请执行。","
                  法律依据：
                  《民事诉讼法》第二百一十六条

人民法院受理申请后，经审查债权人提供的事实、证据，对债权债务关系明确、合法的，应当在受理之日起十五日内向债务人发出支付令；申请不成立的，裁定予以驳回。债务人应当自收到支付令之日起十五日内清偿债务，或者向人民法院提出书面异议。债务人在前款规定的期间不提出异议又不履行支付令的，债权人可以向人民法院申请执行。                "
"
          问
          不安抗辩权的适用条件是怎样的        ","不安抗辩权的适用条件在于应当先履行债务的一方有丧失或者可能丧失履行债务能力的情形

根据2021年实施的《民法典》第五百二十七条规定，应当先履行债务的当事人，有确切证据证明对方有下列情形之一的，可以中止履行：

（一）经营状况严重恶化；

（二）转移财产、抽逃资金，以逃避债务；

（三）丧失商业信誉；

（四）有丧失或者可能丧失履行债务能力的其他情形。

当事人没有确切证据中止履行的，应当承担违约责任。","
                  法律依据：
                  《民法典》第五百二十七条

应当先履行债务的当事人，有确切证据证明对方有下列情形之一的，可以中止履行：

（一）经营状况严重恶化；

（二）转移财产、抽逃资金，以逃避债务；

（三）丧失商业信誉；

（四）有丧失或者可能丧失履行债务能力的其他情形。

当事人没有确切证据中止履行的，应当承担违约责任。                "
"
          问
          债权转让未通知债务人是无效的吗        ","债权转让未通知债务人不是无效的，只是对债务人不发生效力。

根据2021年实施的《民法典》第五百四十五条规定，债权人可以将债权的全部或者部分转让给第三人，但是有下列情形之一的除外：

（一）根据债权性质不得转让；

（二）按照当事人约定不得转让；

（三）依照法律规定不得转让。

当事人约定非金钱债权不得转让的，不得对抗善意第三人。当事人约定金钱债权不得转让的，不得对抗第三人。

第五百四十六条规定，债权人转让债权，未通知债务人的，该转让对债务人不发生效力。

债权转让的通知不得撤销，但是经受让人同意的除外。","
                  法律依据：
                  《民法典》第五百四十五条

债权人可以将债权的全部或者部分转让给第三人，但是有下列情形之一的除外：

（一）根据债权性质不得转让；

（二）按照当事人约定不得转让；

（三）依照法律规定不得转让。

当事人约定非金钱债权不得转让的，不得对抗善意第三人。当事人约定金钱债权不得转让的，不得对抗第三人。

第五百四十六条

债权人转让债权，未通知债务人的，该转让对债务人不发生效力。

债权转让的通知不得撤销，但是经受让人同意的除外。                "
"
          问
          借钱利息约定的不明确应该怎么处理        ","借钱利息约定的不明确的，当事人可以就利息约定达成补充协议，或者按照交易方式、交易习惯、市场利率等因素确定利息；如果是自然人之间的借款，视为没有利息。

根据2021年实施的《民法典》第六百八十条规定，禁止高利放贷，借款的利率不得违反国家有关规定。

借款合同对支付利息没有约定的，视为没有利息。

借款合同对支付利息约定不明确，当事人不能达成补充协议的，按照当地或者当事人的交易方式、交易习惯、市场利率等因素确定利息；自然人之间借款的，视为没有利息。","
                  法律依据：
                  《民法典》第六百八十条

禁止高利放贷，借款的利率不得违反国家有关规定。

借款合同对支付利息没有约定的，视为没有利息。

借款合同对支付利息约定不明确，当事人不能达成补充协议的，按照当地或者当事人的交易方式、交易习惯、市场利率等因素确定利息；自然人之间借款的，视为没有利息。                "
"
          问
          第三人可以向债务人主张权利及违约金吗        ","第三人可以向债务人主张权利，但是不能直接要求债务人赔偿违约金，因为合同具有相对性。

根据2021年实施的《民法典》第四百六十五条规定，依法成立的合同，受法律保护。

依法成立的合同，仅对当事人具有法律约束力，但是法律另有规定的除外。

第五百八十五条第一款规定，当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。","
                  法律依据：
                  《民法典》第四百六十五条

依法成立的合同，受法律保护。

依法成立的合同，仅对当事人具有法律约束力，但是法律另有规定的除外。

第五百八十五条第一款

当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。                "
"
          问
          无效民间借贷合同的法律后果是什么        ","无效民间借贷合同的法律后果是借款人返还借款，贷款人返还利息；产生损失的，过错方进行赔偿。

根据2021年实施的《民法典》第一百五十七条规定，民事法律行为无效、被撤销或者确定不发生效力后，行为人因该行为取得的财产，应当予以返还；不能返还或者没有必要返还的，应当折价补偿。有过错的一方应当赔偿对方因此所受到了损失；各方都有过错的，应当各自承担相应的责任。法律另有规定的，依照其规定。

第一百五十五条规定，无效的或者被撤销的民事法律行为自始没有法律约束力。","
                  法律依据：
                  中华人民共和国民法典第一百五十七条

民事法律行为无效、被撤销或者确定不发生效力后，行为人因该行为取得的财产，应当予以返还；
不能返还或者没有必要返还的，应当折价补偿。有过错的一方应当赔偿对方由此所受到的损失；
各方都有过错的，应当各自承担相应的责任。法律另有规定的，依照其规定。

中华人民共和国民法典第一百五十五条

无效的或者被撤销的民事法律行为自始没有法律约束力。                "
"
          问
          民间借贷合同部分无效的应当如何处理        ","民间借贷合同部分无效的，借贷双方可以协商修改合同或者重新签订合同。

根据2021年实施的《民法典》第一百五十三条规定，违反法律、行政法规的强制性规定的民事法律行为无效。但是，该强制性规定不导致该民事法律行为无效的除外。

违背公序良俗的民事法律行为无效。

第一百五十六条规定，民事法律行为部分无效，不影响其他部分效力的，其他部分仍然有效。

第五百四十三条规定，当事人协商一致，可以变更合同。","
                  法律依据：
                  《民法典》第一百五十三条

违反法律、行政法规的强制性规定的民事法律行为无效。但是，该强制性规定不导致该民事法律行为无效的除外。

违背公序良俗的民事法律行为无效。

第一百五十六条

民事法律行为部分无效，不影响其他部分效力的，其他部分仍然有效。

第五百四十三条

当事人协商一致，可以变更合同。                "
"
          问
          债权转让的限制条件包括什么        ","根据2021年实施的《民法典》第五百四十五条规定，债权人可以将债权的全部或者部分转让给第三人，但是有下列情形之一的除外：

（一）根据债权性质不得转让；

（二）按照当事人约定不得转让；

（三）依照法律规定不得转让。

当事人约定非金钱债权不得转让的，不得对抗善意第三人。当事人约定金钱债权不得转让的，不得对抗第三人。

第五百四十六条规定，债权人转让债权，未通知债务人的，该转让对债务人不发生效力。

债权转让的通知不得撤销，但是经受让人同意的除外。","
                  法律依据：
                  《民法典》第五百四十五条

债权人可以将债权的全部或者部分转让给第三人，但是有下列情形之一的除外：

（一）根据债权性质不得转让；

（二）按照当事人约定不得转让；

（三）依照法律规定不得转让。

当事人约定非金钱债权不得转让的，不得对抗善意第三人。当事人约定金钱债权不得转让的，不得对抗第三人。

第五百四十六条

债权人转让债权，未通知债务人的，该转让对债务人不发生效力。

债权转让的通知不得撤销，但是经受让人同意的除外。                "
"
          问
          当事人要约定借款用途吗        ","当事人可以约定借款的用途。

根据2021年实施的《民法典》第六百六十八条规定，借款合同应当采用书面形式，但是自然人之间借款另有约定的除外。

借款合同的内容一般包括借款种类、币种、用途、数额、利率、期限和还款方式等条款。

第六百七十二条规定，贷款人按照约定可以检查、监督借款的使用情况。借款人应当按照约定向贷款人定期提供有关财务会计报表或者其他资料。

第六百七十三条规定，借款人未按照约定的借款用途使用借款的，贷款人可以停止发放借款、提前收回借款或者解除合同。","
                  法律依据：
                  《民法典》第六百六十八条

借款合同应当采用书面形式，但是自然人之间借款另有约定的除外。

借款合同的内容一般包括借款种类、币种、用途、数额、利率、期限和还款方式等条款。

第六百七十二条

贷款人按照约定可以检查、监督借款的使用情况。借款人应当按照约定向贷款人定期提供有关财务会计报表或者其他资料。

第六百七十三条

借款人未按照约定的借款用途使用借款的，贷款人可以停止发放借款、提前收回借款或者解除合同。                "
"
          问
          如何认定借款合同的效力        ","认定借款合同的效力，要看合同是否依法订立，合同自依法成立时生效。

根据2021年实施的《民法典》第一百四十三条规定，具备下列条件的民事法律行为有效：

（一）行为人具有相应的民事行为能力；

（二）意思表示真实；

（三）不违反法律、行政法规的强制性规定，不违背公序良俗。

第五百零二条第一款规定，依法成立的合同，自成立时生效，但是法律另有规定或者当事人另有约定的除外。","
                  法律依据：
                  《民法典》第一百四十三条

具备下列条件的民事法律行为有效：

（一）行为人具有相应的民事行为能力；

（二）意思表示真实；

（三）不违反法律、行政法规的强制性规定，不违背公序良俗。

根据2021年实施的《民法典》第五百零二条第一款

依法成立的合同，自成立时生效，但是法律另有规定或者当事人另有约定的除外。                "
"
          问
          借款人跑了如何追债        ","借款人跑了，如果有保证人的，可以向保证人追偿；也可以直接向被告住所地或者合同履行地的人民法院起诉。

根据2021年实施的《民法典》第六百八十一条规定，保证合同是为保障债权的实现，保证人和债权人约定，当债务人不履行到期债务或者发生当事人约定的情形时，保证人履行债务或者承担责任的合同。

《民事诉讼法》第一百二十条规定，起诉应当向人民法院递交起诉状，并按照被告人数提出副本。书写起诉状确有困难的，可以口头起诉，由人民法院记入笔录，并告知对方当事人。","
                  法律依据：
                  《民法典》第六百八十一条

保证合同是为保障债权的实现，保证人和债权人约定，当债务人不履行到期债务或者发生当事人约定的情形时，保证人履行债务或者承担责任的合同。

《民事诉讼法》第一百二十三条

起诉应当向人民法院递交起诉状，并按照被告人数提出副本。书写起诉状确有困难的，可以口头起诉，由人民法院记入笔录，并告知对方当事人。                "
"
          问
          债权转移需要通知债务人吗        ","债权转移需要通知债务人。

根据2021年实施的《民法典》第五百四十五条第一款规定，债权人可以将债权的全部或者部分转让给第三人，但是有下列情形之一的除外：

（一）根据债权性质不得转让；

（二）按照当事人约定不得转让；

（三）依照法律规定不得转让。

第五百四十六条规定，债权人转让债权，未通知债务人的，该转让对债务人不发生效力。

债权转让的通知不得撤销，但是经受让人同意的除外。","
                  法律依据：
                  《民法典》第五百四十五条

债权人可以将债权的全部或者部分转让给第三人，但是有下列情形之一的除外：


（一）根据债权性质不得转让；


（二）按照当事人约定不得转让；


（三）依照法律规定不得转让。

《民法典》第五百四十六条

债权人转让债权，未通知债务人的，该转让对债务人不发生效力。

债权转让的通知不得撤销，但是经受让人同意的除外。                "
"
          问
          借款人逾期还款应该如何处理        ","借款人逾期还款可以按照以下方式处理：合同当事人友好协商；申请调解委员会调解；申请仲裁；向管辖法院提起诉讼等等。

根据《民事诉讼法》第三条规定，人民法院受理公民之间、法人之间、其他组织之间以及他们相互之间因财产关系和人身关系提起的民事诉讼，适用本法的规定。

第九十三条规定，人民法院审理民事案件，根据当事人自愿的原则，在事实清楚的基础上，分清是非，进行调解。

《仲裁法》第二条规定，平等主体的公民、法人和其他组织之间发生的合同纠纷和其他财产权益纠纷，可以仲裁。","
                  法律依据：
                  《民事诉讼法》第三条

人民法院受理公民之间、法人之间、其他组织之间以及他们相互之间因财产关系和人身关系提起的民事诉讼，适用本法的规定。

《民事诉讼法》第九十三条

人民法院审理民事案件，根据当事人自愿的原则，在事实清楚的基础上，分清是非，进行调解。

《仲裁法》第二条

平等主体的公民、法人和其他组织之间发生的合同纠纷和其他财产权益纠纷，可以仲裁。                "
