字段1,字段2,字段3
"
          问
          总公司破产分公司怎么办        ","分公司不具有企业法人资格，其财产属于总公司财产的一部分，因此总公司破产时，分公司的财产也属于破产清算范围。

《中华人民共和国企业破产法》第一百一十三条规定，破产财产在优先清偿破产费用和共益债务后，依照下列顺序清偿：

（一）破产人所欠职工的工资和医疗、伤残补助、抚恤费用，所欠的应当划入职工个人账户的基本养老保险、基本医疗保险费用，以及法律、行政法规规定应当支付给职工的补偿金；

（二）破产人欠缴的除前项规定以外的社会保险费用和破产人所欠税款；

（三）普通破产债权。

破产财产不足以清偿同一顺序的清偿要求的，按照比例分配。

破产企业的董事、监事和高级管理人员的工资按照该企业职工的平均工资计算。","
                  法律依据：
                  中华人民共和国企业破产法第一百一十三条

破产财产在优先清偿破产费用和共益债务后，依照下列顺序清偿：


（一）破产人所欠职工的工资和医疗、伤残补助、抚恤费用，所欠的应当划入职工个人账户的基本养老保险、基本医疗保险费用，以及法律、行政法规规定应当支付给职工的补偿金；


（二）破产人欠缴的除前项规定以外的社会保险费用和破产人所欠税款；


（三）普通破产债权。

破产财产不足以清偿同一顺序的清偿要求的，按照比例分配。

破产企业的董事、监事和高级管理人员的工资按照该企业职工的平均工资计算。                "
"
          问
          有限责任公司股东出资转让的条件        ","《中华人民共和国公司法》第七十一条规定，有限责任公司股东出资转让的条件规定如下：

有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。

公司章程对股权转让另有规定的，从其规定。","
                  法律依据：
                  《中华人民共和国公司法》第七十一条

有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。

公司章程对股权转让另有规定的，从其规定。                "
"
          问
          分公司注册地址有什么要求        ","分公司的注册地址的要求是真实有效，且在办理营业执照的地区。

《中华人民共和国公司登记管理条例》第四十五条规定，分公司是指公司在其住所以外设立的从事经营活动的机构。分公司不具有企业法人资格。

第四十七条第一款规定，公司设立分公司的，应当自决定作出之日起30日内向分公司所在地的公司登记机关申请登记；法律、行政法规或者国务院决定规定必须报经有关部门批准的，应当自批准之日起30日内向公司登记机关申请登记。","
                  法律依据：
                  《中华人民共和国公司登记管理条例》第四十五条

分公司是指公司在其住所以外设立的从事经营活动的机构。分公司不具有企业法人资格。

第四十七条

公司设立分公司的，应当自决定作出之日起30日内向分公司所在地的公司登记机关申请登记；法律、行政法规或者国务院决定规定必须报经有关部门批准的，应当自批准之日起30日内向公司登记机关申请登记。                "
"
          问
          股份有限公司增资需要多少股东同意        ","股份有限公司增资需要三分之二以上股东同意。

《中华人民共和国公司法》第一百零三条规定，股东出席股东大会会议，所持每一股份有一表决权。但是，公司持有的本公司股份没有表决权。

股东大会作出决议，必须经出席会议的股东所持表决权过半数通过。但是，股东大会作出修改公司章程、增加或者减少注册资本的决议，以及公司合并、分立、解散或者变更公司形式的决议，必须经出席会议的股东所持表决权的三分之二以上通过。","
                  法律依据：
                  《中华人民共和国公司法》第四十三条

股东会的议事方式和表决程序，除本法有规定的外，由公司章程规定。

股东会会议作出修改公司章程、增加或者减少注册资本的决议，以及公司合并、分立、解散或者变更公司形式的决议，必须经代表三分之二以上表决权的股东通过。                "
"
          问
          公司法对董事会会议的规定是什么        ","《中华人民共和国公司法》第四十七条规定，公司法对董事会会议的规定：

董事会会议由董事长召集和主持；董事长不能履行职务或者不履行职务的，由副董事长召集和主持；副董事长不能履行职务或者不履行职务的，由半数以上董事共同推举一名董事召集和主持。

第四十八条规定，董事会的议事方式和表决程序，除本法有规定的外，由公司章程规定。

董事会应当对所议事项的决定作成会议记录，出席会议的董事应当在会议记录上签名。

董事会决议的表决，实行一人一票。","
                  法律依据：
                  《中华人民共和国公司法》第四十七条

董事会会议由董事长召集和主持；董事长不能履行职务或者不履行职务的，由副董事长召集和主持；副董事长不能履行职务或者不履行职务的，由半数以上董事共同推举一名董事召集和主持。

第四十八条

董事会的议事方式和表决程序，除本法有规定的外，由公司章程规定。

董事会应当对所议事项的决定作成会议记录，出席会议的董事应当在会议记录上签名。

董事会决议的表决，实行一人一票。                "
"
          问
          企业章程应载明的事项有哪些        ","根据《中华人民共和国公司法》第二十五条规定，企业章程应载明的事项有：

（一）公司名称和住所；

（二）公司经营范围；

（三）公司注册资本；

（四）股东的姓名或者名称；

（五）股东的出资方式、出资额和出资时间；

（六）公司的机构及其产生办法、职权、议事规则；

（七）公司法定代表人；

（八）股东会会议认为需要规定的其他事项。

股东应当在公司章程上签名、盖章。

第十一条规定，设立公司必须依法制定公司章程。公司章程对公司、股东、董事、监事、高级管理人员具有约束力。","
                  法律依据：
                  中华人民共和国公司法第二十五条

有限责任公司章程应当载明下列事项：


（一）公司名称和住所；


（二）公司经营范围；


（三）公司注册资本；


（四）股东的姓名或者名称；


（五）股东的出资方式、出资额和出资时间；


（六）公司的机构及其产生办法、职权、议事规则；


（七）公司法定代表人；


（八）股东会会议认为需要规定的其他事项。

股东应当在公司章程上签名、盖章。                "
"
          问
          未取得股东资格的股权转让有效吗        ","未取得股东资格的股权转让无效。

《中华人民共和国公司法》第七十一条第一、二款规定，有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。","
                  法律依据：
                  《中华人民共和国公司法》第七十一条

有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。

公司章程对股权转让另有规定的，从其规定。                "
"
          问
          企业借款担保合同有效吗        ","依法成立的企业借款担保合同有效。

《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第十三条规定，具有下列情形之一的，人民法院应当认定民间借贷合同无效：

（一）套取金融机构贷款转贷的；

（二）以向其他营利法人借贷、向本单位职工集资，或者以向公众非法吸收存款等方式取得的资金转贷的；

（三）未依法取得放贷资格的出借人，以营利为目的向社会不特定对象提供借款的；

（四）出借人事先知道或者应当知道借款人借款用于违法犯罪活动仍然提供借款的；

（五）违反法律、行政法规强制性规定的；

（六）违背公序良俗的。","
                  法律依据：
                  《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第十三条

具有下列情形之一的，人民法院应当认定民间借贷合同无效：

（一）套取金融机构贷款转贷的；

（二）以向其他营利法人借贷、向本单位职工集资，或者以向公众非法吸收存款等方式取得的资金转贷的；

（三）未依法取得放贷资格的出借人，以营利为目的向社会不特定对象提供借款的；

（四）出借人事先知道或者应当知道借款人借款用于违法犯罪活动仍然提供借款的；

（五）违反法律、行政法规强制性规定的；

（六）违背公序良俗的。                "
"
          问
          新公司法规定股东享有哪些权利        ","根据《中华人民共和国公司法》第四条、第三十三条、第三十四条和第四十二条规定，新公司法规定股东享有的权利有：

公司股东依法享有资产收益、参与重大决策和选择管理者等权利。

股东有权查阅、复制公司章程、股东会会议记录、董事会会议决议、监事会会议决议和财务会计报告。

股东按照实缴的出资比例分取红利；公司新增资本时，股东有权优先按照实缴的出资比例认缴出资。但是，全体股东约定不按照出资比例分取红利或者不按照出资比例优先认缴出资的除外。

股东会会议由股东按照出资比例行使表决权；但是，公司章程另有规定的除外。","
                  法律依据：
                  《中华人民共和国公司法》第四条

公司股东依法享有资产收益、参与重大决策和选择管理者等权利。

第三十三条

股东有权查阅、复制公司章程、股东会会议记录、董事会会议决议、监事会会议决议和财务会计报告。

股东可以要求查阅公司会计账簿。股东要求查阅公司会计账簿的，应当向公司提出书面请求，说明目的。公司有合理根据认为股东查阅会计账簿有不正当目的，可能损害公司合法利益的，可以拒绝提供查阅，并应当自股东提出书面请求之日起十五日内书面答复股东并说明理由。公司拒绝提供查阅的，股东可以请求人民法院要求公司提供查阅。                "
"
          问
          有限责任公司注销的手续是如何的        ","有限责任公司注销的手续：

1、成立清算组，展开清算工作；

2、通知债权人申报债权；

3、提出清算方案；

4、清算结束后进行注销登记和登报公示，分别注销公司社保账号、国税、地税、营业执照、公司开户许可证、银行基本户、公司印章的法律效应。

《中华人民共和国公司法》第一百八十八条规定，公司清算结束后，清算组应当制作清算报告，报股东会、股东大会或者人民法院确认，并报送公司登记机关，申请注销公司登记，公告公司终止。","
                  法律依据：
                  《中华人民共和国公司法》第一百八十八条

公司清算结束后，清算组应当制作清算报告，报股东会、股东大会或者人民法院确认，并报送公司登记机关，申请注销公司登记，公告公司终止。                "
"
          问
          认缴资金不到位能注销吗        ","认缴资金不到位能注销。

《公司法》第一百八十八条规定，公司清算结束后，清算组应当制作清算报告，报股东会、股东大会或者人民法院确认，并报送公司登记机关，申请注销公司登记，公告公司终止。

《公司登记管理条例》第四十三条第一款规定，公司申请注销登记，应当提交下列文件：

（一）公司清算组负责人签署的注销登记申请书；

（二）人民法院的破产裁定、解散裁判文书，公司依照《公司法》作出的决议或者决定，行政机关责令关闭或者公司被撤销的文件；

（三）股东会、股东大会、一人有限责任公司的股东、外商投资的公司董事会或者人民法院、公司批准机关备案、确认的清算报告；等。","
                  法律依据：
                  《公司法》第一百八十八条

公司清算结束后，清算组应当制作清算报告，报股东会、股东大会或者人民法院确认，并报送公司登记机关，申请注销公司登记，公告公司终止。

《公司登记管理条例》第四十三条

公司申请注销登记，应当提交下列文件：

（一）公司清算组负责人签署的注销登记申请书；

（二）人民法院的破产裁定、解散裁判文书，公司依照《公司法》作出的决议或者决定，行政机关责令关闭或者公司被撤销的文件；

（三）股东会、股东大会、一人有限责任公司的股东、外商投资的公司董事会或者人民法院、公司批准机关备案、确认的清算报告。                "
"
          问
          有限责任公司董事会有哪些职权        ","《公司法》第四十六条规定，有限责任公司董事会有以下职权：

（一）召集股东会会议，并向股东会报告工作；

（二）执行股东会的决议；

（三）决定公司的经营计划和投资方案；

（四）制订公司的年度财务预算方案、决算方案；

（五）制订公司的利润分配方案和弥补亏损方案；

（六）制订公司增加或者减少注册资本以及发行公司债券的方案；

（七）制订公司合并、分立、解散或者变更公司形式的方案；

（八）决定公司内部管理机构的设置；

（九）决定聘任或者解聘公司经理及其报酬事项，并根据经理的提名决定聘任或者解聘公司副经理、财务负责人及其报酬事项；

（十）制定公司的基本管理制度；

（十一）公司章程规定的其他职权。","
                  法律依据：
                  中华人民共和国公司法第四十六条

董事会对股东会负责，行使下列职权：


（一）召集股东会会议，并向股东会报告工作；


（二）执行股东会的决议；


（三）决定公司的经营计划和投资方案；


（四）制订公司的年度财务预算方案、决算方案；


（五）制订公司的利润分配方案和弥补亏损方案。                "
"
          问
          公司法人股东变更公告是否需要        ","上市公司法人股东变更需要公告。

《中华人民共和国公司登记管理条例》第三十条规定，公司变更法定代表人的，应当自变更决议或者决定作出之日起30日内申请变更登记。

第二十七条规定，公司申请变更登记，应当向公司登记机关提交下列文件：

（一）公司法定代表人签署的变更登记申请书；

（二）依照《公司法》作出的变更决议或者决定；

（三）国家工商行政管理总局规定要求提交的其他文件。

公司变更登记事项涉及修改公司章程的，应当提交由公司法定代表人签署的修改后的公司章程或者公司章程修正案。

变更登记事项依照法律、行政法规或者国务院决定规定在登记前须经批准的，还应当向公司登记机关提交有关批准文件。","
                  法律依据：
                  《中华人民共和国公司登记管理条例》第三十条

公司变更法定代表人的，应当自变更决议或者决定作出之日起30日内申请变更登记。

第二十七条

公司申请变更登记，应当向公司登记机关提交下列文件：

（一）公司法定代表人签署的变更登记申请书；

（二）依照《公司法》作出的变更决议或者决定；

（三）国家工商行政管理总局规定要求提交的其他文件。

公司变更登记事项涉及修改公司章程的，应当提交由公司法定代表人签署的修改后的公司章程或者公司章程修正案。                "
"
          问
          有限责任公司章程中小股东权益怎么保护        ","根据《中华人民共和国公司法》第三十三条，有限责任公司小股东权益的规定：

股东有权查阅、复制公司章程、股东会会议记录、董事会会议决议、监事会会议决议和财务会计报告。

股东可以要求查阅公司会计账簿。公司拒绝提供查阅的，股东可以请求人民法院要求公司提供查阅。

第一百一十六条规定，公司应当定期向股东披露董事、监事、高级管理人员从公司获得报酬的情况。

第一百六十五条规定，有限责任公司应当依照公司章程规定的期限将财务会计报告送交各股东。

股份有限公司的财务会计报告应当在召开股东大会年会的二十日前置备于本公司，供股东查阅；公开发行股票的股份有限公司必须公告其财务会计报告。","
                  法律依据：
                  《中华人民共和国公司法》第三十三条

股东有权查阅、复制公司章程、股东会会议记录、董事会会议决议、监事会会议决议和财务会计报告。

股东可以要求查阅公司会计账簿。股东要求查阅公司会计账簿的，应当向公司提出书面请求，说明目的。公司有合理根据认为股东查阅会计账簿有不正当目的，可能损害公司合法利益的，可以拒绝提供查阅，并应当自股东提出书面请求之日起十五日内书面答复股东并说明理由。公司拒绝提供查阅的，股东可以请求人民法院要求公司提供查阅。                "
"
          问
          法律是如何保护公司中小股东权益的        ","《中华人民共和国公司法》第三十三条、第一百一十六条和第一百六十五条规定，保护公司中小股东权益的法律有：

股东有权查阅、复制公司章程、股东会会议记录、董事会会议决议、监事会会议决议和财务会计报告。

股东可以要求查阅公司会计账簿。公司拒绝提供查阅的，股东可以请求人民法院要求公司提供查阅。

公司应当定期向股东披露董事、监事、高级管理人员从公司获得报酬的情况。

有限责任公司应当依照公司章程规定的期限将财务会计报告送交各股东。

股份有限公司的财务会计报告应当在召开股东大会年会的二十日前置备于本公司，供股东查阅；公开发行股票的股份有限公司必须公告其财务会计报告。","
                  法律依据：
                  中华人民共和国公司法第三十三条

股东有权查阅、复制公司章程、股东会会议记录、董事会会议决议、监事会会议决议和财务会计报告。

股东可以要求查阅公司会计账簿。股东要求查阅公司会计账簿的，应当向公司提出书面请求，说明目的。公司有合理根据认为股东查阅会计账簿有不正当目的，可能损害公司合法利益的，可以拒绝提供查阅，并应当自股东提出书面请求之日起十五日内书面答复股东并说明理由。公司拒绝提供查阅的，股东可以请求人民法院要求公司提供查阅。                "
"
          问
          公司申请歇业的条件有哪些        ","公司申请歇业的条件：

1、领取了营业执照，但开业后六个月内未从事经营活动；

2、领取了营业执照后，至法院首先采取查封、抵押、冻结其全部或主要财产的措施或执行措施时，企业停止经营活动满一年的；

3、在法院首先采取查封、扣押、冻结其全部或主要财产的保全或执行措施时，企业被工商行政管理机关依法吊销企业法人营业执照。

《中华人民共和国企业法人登记管理条例》第二十条规定，企业法人歇业、被撤销、宣告破产或者因其他原因终止营业，应当向登记主管机关办理注销登记。","
                  法律依据：
                  《中华人民共和国企业法人登记管理条例》第二十条

企业法人歇业、被撤销、宣告破产或者因其他原因终止营业，应当向登记主管机关办理注销登记。

第二十二条

企业法人领取《企业法人营业执照》后，满6个月尚未开展经营活动或者停止经营活动满1年的，视同歇业，登记主管机关应当收缴《企业法人营业执照》、《企业法人营业执照》副本，收缴公章，并将注销登记情况告知其开户银行。                "
"
          问
          哪些人不能担任公司法定代表人        ","根据《企业法人法定代表人登记管理规定》第四条规定，有下列情形之一的，不能担任公司法定代表人，企业登记机关不予核准登记：

（一）无民事行为能力或者限制民事行为能力的；

（二）正在被执行刑罚或者正在被执行刑事强制措施的；

（三）正在被公安机关或者国家安全机关通缉的；

（四）因犯有贿赂罪、侵犯财产罪或者破坏社会主义市场经济秩序罪，被判处刑罚，执行期满未逾五年的；因犯有其他罪，被判处刑罚，执行期满未逾三年的；或者因犯罪被判处剥夺政治权利，执行期满未逾五年的；

（五）担任因经营不善破产清算的企业的法定代表人或者董事、经理，并对该企业的破产负有个人责任，自该企业破产清算完结之日起未逾三年的；等。","
                  法律依据：
                  《企业法人法定代表人登记管理规定》第四条

有下列情形之一的，不得担任法定代表人，企业登记机关不予核准登记：

（一）无民事行为能力或者限制民事行为能力的；

（二）正在被执行刑罚或者正在被执行刑事强制措施的；

（三）正在被公安机关或者国家安全机关通缉的；

（四）因犯有贿赂罪、侵犯财产罪或者破坏社会主义市场经济秩序罪，被判处刑罚，执行期满未逾五年的；因犯有其他罪，被判处刑罚，执行期满未逾三年的；或者因犯罪被判处剥夺政治权利，执行期满未逾五年的。                "
"
          问
          法律规定成立股份有限公司条件有什么        ","根据《中华人民共和国公司法》第七十六条规定，成立股份有限公司条件有：

（一）发起人符合法定人数；

（二）有符合公司章程规定的全体发起人认购的股本总额或者募集的实收股本总额；

（三）股份发行、筹办事项符合法律规定；

（四）发起人制订公司章程，采用募集方式设立的经创立大会通过；

（五）有公司名称，建立符合股份有限公司要求的组织机构；

（六）有公司住所。

第七十七条规定，股份有限公司的设立，可以采取发起设立或者募集设立的方式。

发起设立，是指由发起人认购公司应发行的全部股份而设立公司。

募集设立，是指由发起人认购公司应发行股份的一部分，其余股份向社会公开募集或者向特定对象募集而设立公司。","
                  法律依据：
                  《中华人民共和国公司法》第七十六条

设立股份有限公司，应当具备下列条件：


（一）发起人符合法定人数；


（二）有符合公司章程规定的全体发起人认购的股本总额或者募集的实收股本总额；


（三）股份发行、筹办事项符合法律规定；


（四）发起人制订公司章程，采用募集方式设立的经创立大会通过；


（五）有公司名称，建立符合股份有限公司要求的组织机构；


（六）有公司住所。                "
"
          问
          股东能主动退出公司吗        ","股东能主动退出公司，退出的方法可以是将全部股份转让给他人，或者依法请求公司回购股权。

《中华人民共和国公司法》第七十四条第一款规定，有下列情形之一的，对股东会该项决议投反对票的股东可以请求公司按照合理的价格收购其股权：

（一）公司连续五年不向股东分配利润，而公司该五年连续盈利，并且符合本法规定的分配利润条件的；

（二）公司合并、分立、转让主要财产的；

（三）公司章程规定的营业期限届满或者章程规定的其他解散事由出现，股东会会议通过决议修改章程使公司存续的。

自股东会会议决议通过之日起六十日内，股东与公司不能达成股权收购协议的，股东可以自股东会会议决议通过之日起九十日内向人民法院提起诉讼。","
                  法律依据：
                  《中华人民共和国公司法》第七十四条

有下列情形之一的，对股东会该项决议投反对票的股东可以请求公司按照合理的价格收购其股权：


（一）公司连续五年不向股东分配利润，而公司该五年连续盈利，并且符合本法规定的分配利润条件的；


（二）公司合并、分立、转让主要财产的；


（三）公司章程规定的营业期限届满或者章程规定的其他解散事由出现，股东会会议通过决议修改章程使公司存续的。

自股东会会议决议通过之日起六十日内，股东与公司不能达成股权收购协议的，股东可以自股东会会议决议通过之日起九十日内向人民法院提起诉讼。                "
"
          问
          证人可不可以当庭提交证据        ","证人可以当庭提交证据。

《中华人民共和国民事诉讼法》第六十五条规定，当事人对自己提出的主张应当及时提供证据。

人民法院根据当事人的主张和案件审理情况，确定当事人应当提供的证据及其期限。当事人在该期限内提供证据确有困难的，可以向人民法院申请延长期限，人民法院根据当事人的申请适当延长。当事人逾期提供证据的，人民法院应当责令其说明理由；拒不说明理由或者理由不成立的，人民法院根据不同情形可以不予采纳该证据，或者采纳该证据但予以训诫、罚款。","
                  法律依据：
                  《中华人民共和国民事诉讼法》第六十五条

当事人对自己提出的主张应当及时提供证据。

人民法院根据当事人的主张和案件审理情况，确定当事人应当提供的证据及其期限。当事人在该期限内提供证据确有困难的，可以向人民法院申请延长期限，人民法院根据当事人的申请适当延长。当事人逾期提供证据的，人民法院应当责令其说明理由；
拒不说明理由或者理由不成立的，人民法院根据不同情形可以不予采纳该证据，或者采纳该证据但予以训诫、罚款。

《中华人民共和国民事诉讼法》第六十八条

证据应当在法庭上出示，并由当事人互相质证。对涉及国家秘密、商业秘密和个人隐私的证据应当保密，需要在法庭出示的，不得在公开开庭时出示。                "
"
          问
          企业兼并的原则内容有哪些        ","企业兼并的原则内容有：

1、应遵循自愿、互利、有偿原则；

2、以经济发展战略和产业政策为指导；

3、注重实效，以优化产业、产品和企业组织结构为标准；

4、妥善处理职工安置。

《中华人民共和国公司法》第一百七十二条规定，公司合并可以采取吸收合并或者新设合并。

一个公司吸收其他公司为吸收合并，被吸收的公司解散。两个以上公司合并设立一个新的公司为新设合并，合并各方解散。","
                  法律依据：
                  《中华人民共和国公司法》第一百七十二条

公司合并可以采取吸收合并或者新设合并。

一个公司吸收其他公司为吸收合并，被吸收的公司解散。两个以上公司合并设立一个新的公司为新设合并，合并各方解散。

第一百七十三条

公司合并，应当由合并各方签订合并协议，并编制资产负债表及财产清单。公司应当自作出合并决议之日起十日内通知债权人，并于三十日内在报纸上公告。债权人自接到通知书之日起三十日内，未接到通知书的自公告之日起四十五日内，可以要求公司清偿债务或者提供相应的担保。                "
"
          问
          关于公司法收购的程序        ","公司法收购的程序：

1、选择收购对象；

2、制定收购方案；

3、提交收购报告；

4、开展资产评估；

5、谈判签约；

6、办理股权或产权转让手续；

7、支付对价；

8、公司合并整合。

《中华人民共和国证券法》第六十二条规定，投资者可以采取要约收购、协议收购及其他合法方式收购上市公司。

第七十六条规定，收购行为完成后，收购人与被收购公司合并，并将该公司解散的，被解散公司的原有股票由收购人依法更换。

收购行为完成后，收购人应当在十五日内将收购情况报告国务院证券监督管理机构和证券交易所，并予公告。","
                  法律依据：
                  《中华人民共和国证券法》第六十二条

投资者可以采取要约收购、协议收购及其他合法方式收购上市公司。

第七十六条

收购行为完成后，收购人与被收购公司合并，并将该公司解散的，被解散公司的原有股票由收购人依法更换。

收购行为完成后，收购人应当在十五日内将收购情况报告国务院证券监督管理机构和证券交易所，并予公告。                "
"
          问
          民事被执行人可以注册公司吗        ","民事被执行人可以注册公司，但是已经被列入失信名单的除外。

《中华人民共和国公司法》第六条规定，设立公司，应当依法向公司登记机关申请设立登记。符合本法规定的设立条件的，由公司登记机关分别登记为有限责任公司或者股份有限公司；不符合本法规定的设立条件的，不得登记为有限责任公司或者股份有限公司。

法律、行政法规规定设立公司必须报经批准的，应当在公司登记前依法办理批准手续。

公众可以向公司登记机关申请查询公司登记事项，公司登记机关应当提供查询服务。","
                  法律依据：
                  《中华人民共和国公司法》第六条

设立公司，应当依法向公司登记机关申请设立登记。符合本法规定的设立条件的，由公司登记机关分别登记为有限责任公司或者股份有限公司；不符合本法规定的设立条件的，不得登记为有限责任公司或者股份有限公司。

法律、行政法规规定设立公司必须报经批准的，应当在公司登记前依法办理批准手续。

公众可以向公司登记机关申请查询公司登记事项，公司登记机关应当提供查询服务。                "
"
          问
          企业破产股东要还债吗        ","企业破产，股东一般不需要还债，但是股东存在抽逃出资、虚假出资、滥用公司法人独立地位逃避债务等情形的除外。

《中华人民共和国公司法》第三条规定，公司是企业法人，有独立的法人财产，享有法人财产权。公司以其全部财产对公司的债务承担责任。

有限责任公司的股东以其认缴的出资额为限对公司承担责任；股份有限公司的股东以其认购的股份为限对公司承担责任。

第二十条第三款规定，公司股东滥用公司法人独立地位和股东有限责任，逃避债务，严重损害公司债权人利益的，应当对公司债务承担连带责任。","
                  法律依据：
                  《中华人民共和国公司法》第三条

公司是企业法人，有独立的法人财产，享有法人财产权。公司以其全部财产对公司的债务承担责任。

有限责任公司的股东以其认缴的出资额为限对公司承担责任；
股份有限公司的股东以其认购的股份为限对公司承担责任。                "
"
          问
          股份有限公司创立大会的职权        ","根据《中华人民共和国公司法》第九十条第二、三款规定，创立大会行使下列职权：

（一）审议发起人关于公司筹办情况的报告；

（二）通过公司章程；

（三）选举董事会成员；

（四）选举监事会成员；

（五）对公司的设立费用进行审核；

（六）对发起人用于抵作股款的财产的作价进行审核；

（七）发生不可抗力或者经营条件发生重大变化直接影响公司设立的，可以作出不设立公司的决议。

创立大会对前款所列事项作出决议，必须经出席会议的认股人所持表决权过半数通过。","
                  法律依据：
                  《中华人民共和国公司法》第九十条

发起人应当在创立大会召开十五日前将会议日期通知各认股人或者予以公告。创立大会应有代表股份总数过半数的发起人、认股人出席，方可举行。

创立大会行使下列职权：

（一）审议发起人关于公司筹办情况的报告；

（二）通过公司章程；

（三）选举董事会成员；

（四）选举监事会成员；

（五）对公司的设立费用进行审核；

（六）对发起人用于抵作股款的财产的作价进行审核。                "
"
          问
          法律是如何保护小股东权益的        ","根据《中华人民共和国公司法》第三十三条、第一百一十六条和第一百六十五条，为保护小股东的权益公司法中有以下规定：股东有权查阅、复制公司章程、股东会会议记录、董事会会议决议、监事会会议决议和财务会计报告。

股东可以要求查阅公司会计账簿。公司拒绝提供查阅的，股东可以请求人民法院要求公司提供查阅。

公司应当定期向股东披露董事、监事、高级管理人员从公司获得报酬的情况。

有限责任公司应当依照公司章程规定的期限将财务会计报告送交各股东。

股份有限公司的财务会计报告应当在召开股东大会年会的二十日前置备于本公司，供股东查阅；公开发行股票的股份有限公司必须公告其财务会计报告。","
                  法律依据：
                  《中华人民共和国公司法》第三十三条

股东有权查阅、复制公司章程、股东会会议记录、董事会会议决议、监事会会议决议和财务会计报告。

股东可以要求查阅公司会计账簿。股东要求查阅公司会计账簿的，应当向公司提出书面请求，说明目的。公司有合理根据认为股东查阅会计账簿有不正当目的，可能损害公司合法利益的，可以拒绝提供查阅，并应当自股东提出书面请求之日起十五日内书面答复股东并说明理由。公司拒绝提供查阅的，股东可以请求人民法院要求公司提供查阅。                "
"
          问
          公司合并后会产生什么效果呢        ","公司合并后会产生的效果是：

1、公司主体的变化，导致一个或者以上的公司归于消灭；

2、股东身份及持股额的变化；

3、权利与义务的概括转移，债权债务的变化。

《中华人民共和国公司法》第一百七十三条规定，公司合并，应当由合并各方签订合并协议，并编制资产负债表及财产清单。公司应当自作出合并决议之日起十日内通知债权人，并于三十日内在报纸上公告。债权人自接到通知书之日起三十日内，未接到通知书的自公告之日起四十五日内，可以要求公司清偿债务或者提供相应的担保。

第一百七十四条规定，公司合并时，合并各方的债权、债务，应当由合并后存续的公司或者新设的公司承继。","
                  法律依据：
                  《中华人民共和国公司法》第一百七十三条

公司合并，应当由合并各方签订合并协议，并编制资产负债表及财产清单。公司应当自作出合并决议之日起十日内通知债权人，并于三十日内在报纸上公告。债权人自接到通知书之日起三十日内，未接到通知书的自公告之日起四十五日内，可以要求公司清偿债务或者提供相应的担保。

第一百七十四条

公司合并时，合并各方的债权、债务，应当由合并后存续的公司或者新设的公司承继。                "
