字段1,字段2,字段3
"
          问
          公司破产债务是不是就消失了        ","公司破产债务不会消失，公司的债务会以公司剩余财产按照法定顺序进行清偿。

《中华人民共和国企业破产法》第一百一十三条规定，破产财产在优先清偿破产费用和共益债务后，依照下列顺序清偿：

（一）破产人所欠职工的工资和医疗、伤残补助、抚恤费用，所欠的应当划入职工个人账户的基本养老保险、基本医疗保险费用，以及法律、行政法规规定应当支付给职工的补偿金；

（二）破产人欠缴的除前项规定以外的社会保险费用和破产人所欠税款；

（三）普通破产债权。

破产财产不足以清偿同一顺序的清偿要求的，按照比例分配。

破产企业的董事、监事和高级管理人员的工资按照该企业职工的平均工资计算。","
                  法律依据：
                  《中华人民共和国企业破产法》第一百一十三条

破产财产在优先清偿破产费用和共益债务后，依照下列顺序清偿：

（一）破产人所欠职工的工资和医疗、伤残补助、抚恤费用，所欠的应当划入职工个人账户的基本养老保险、基本医疗保险费用，以及法律、行政法规规定应当支付给职工的补偿金；

（二）破产人欠缴的除前项规定以外的社会保险费用和破产人所欠税款；

（三）普通破产债权。

破产财产不足以清偿同一顺序的清偿要求的，按照比例分配。

破产企业的董事、监事和高级管理人员的工资按照该企业职工的平均工资计算。                "
"
          问
          破产清算公司职责包括什么        ","根据《中华人民共和国企业破产法》第二十五条规定，破产清算公司职责包括：

（一）接管债务人的财产、印章和账簿、文书等资料；

（二）调查债务人财产状况，制作财产状况报告；

（三）决定债务人的内部管理事务；

（四）决定债务人的日常开支和其他必要开支；

（五）在第一次债权人会议召开之前，决定继续或者停止债务人的营业；

（六）管理和处分债务人的财产；

（七）代表债务人参加诉讼、仲裁或者其他法律程序；

（八）提议召开债权人会议；

（九）人民法院认为管理人应当履行的其他职责。

本法对管理人的职责另有规定的，适用其规定。","
                  法律依据：
                  《中华人民共和国企业破产法》第二十五条

管理人履行下列职责：

（一）接管债务人的财产、印章和账簿、文书等资料；

（二）调查债务人财产状况，制作财产状况报告；

（三）决定债务人的内部管理事务；

（四）决定债务人的日常开支和其他必要开支；

（五）在第一次债权人会议召开之前，决定继续或者停止债务人的营业；

（六）管理和处分债务人的财产；

（七）代表债务人参加诉讼、仲裁或者其他法律程序。                "
"
          问
          股权转让协议应包括哪些内容        ","股权转让协议应包括的内容有当事人基本信息、公司简况及股权结构、股权转让的份额、股权转让价款及支付方式、股权转让的交割期限及方式、股权转让变更登记约定、股权转让前后公司债权债务约定、股权转让的权利义务约定、违约责任、争议解决方式等。

《中华人民共和国公司法》第七十一条第一、二款规定，有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。","
                  法律依据：
                  《中华人民共和国公司法》第七十一条

有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。

公司章程对股权转让另有规定的，从其规定。                "
"
          问
          股权转让程序瑕疵存在哪些法律风险        ","股权转让程序瑕疵的风险是无法正常完成股权变更手续。

《最高人民法院关于适用若干问题的规定（三）》第二十四条第三款规定，实际出资人未经公司其他股东半数以上同意，请求公司变更股东、签发出资证明书、记载于股东名册、记载于公司章程并办理公司登记机关登记的，人民法院不予支持。

《最高人民法院关于适用若干问题的规定（四）》第二十一条第一款规定，有限责任公司的股东向股东以外的人转让股权，未就其股权转让事项征求其他股东意见，或者以欺诈、恶意串通等手段，损害其他股东优先购买权，其他股东主张按照同等条件购买该转让股权的，人民法院应当予以支持。","
                  法律依据：
                  《最高人民法院关于适用若干问题的规定（三）》第二十四条第一、二款

有限责任公司的实际出资人与名义出资人订立合同，约定由实际出资人出资并享有投资权益，以名义出资人为名义股东，实际出资人与名义股东对该合同效力发生争议的，如无法律规定的无效情形，人民法院应当认定该合同有效。

前款规定的实际出资人与名义股东因投资权益的归属发生争议，实际出资人以其实际履行了出资义务为由向名义股东主张权利的，人民法院应予支持。名义股东以公司股东名册记载、公司登记机关登记为由否认实际出资人权利的，人民法院不予支持。                "
"
          问
          股权转让有股东不同意怎么办呢        ","根据《中华人民共和国公司法》第七十一条规定，有限责任公司的股东之间可以相互转让其全部或者部分股权，其他股东不同意不影响转让。

股东向股东以外的人转让股权，经其他股东过半数同意即可。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。

公司章程对股权转让另有规定的，从其规定。","
                  法律依据：
                  《中华人民共和国公司法》第七十一条

有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；
不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；
协商不成的，按照转让时各自的出资比例行使优先购买权。

公司章程对股权转让另有规定的，从其规定。                "
"
          问
          公司破产债权纠纷处理程序有什么        ","公司破产债权纠纷处理程序：

1、成立清算组，接管破产企业；

2、清算组对破产企业的财产进行管理、清理、估价、处理、分配；

3、清算组提出分配方案，在债权人会上讨论通过，报人民法院批准后由清算组具体执行；

4、破产财产清算分配完毕，由清算组向人民法院汇报清算分配工作的情况，并请求法院裁定终结破产程序；

5、注销登记。

《中华人民共和国企业破产法》第一百二十条规定，破产人无财产可供分配的，管理人应当请求人民法院裁定终结破产程序。

管理人在最后分配完结后，应当及时向人民法院提交破产财产分配报告，并提请人民法院裁定终结破产程序。","
                  法律依据：
                  《中华人民共和国企业破产法》第一百二十条

破产人无财产可供分配的，管理人应当请求人民法院裁定终结破产程序。

管理人在最后分配完结后，应当及时向人民法院提交破产财产分配报告，并提请人民法院裁定终结破产程序。

人民法院应当自收到管理人终结破产程序的请求之日起十五日内作出是否终结破产程序的裁定。裁定终结的，应当予以公告。                "
"
          问
          吸收合并的主要形式包括什么        ","吸收合并的主要形式有：

1、上市公司作为吸收合并的主体并成为存续公司，集团公司注销；

2、母公司作为吸收合并的主体并成为存续公司，上市公司注销；

3、非上市公司之间的吸收合并。

《中华人民共和国公司法》第一百七十二条规定，公司合并可以采取吸收合并或者新设合并。

一个公司吸收其他公司为吸收合并，被吸收的公司解散。两个以上公司合并设立一个新的公司为新设合并，合并各方解散。","
                  法律依据：
                  《中华人民共和国公司法》第一百七十二条

公司合并可以采取吸收合并或者新设合并。

一个公司吸收其他公司为吸收合并，被吸收的公司解散。两个以上公司合并设立一个新的公司为新设合并，合并各方解散。                "
"
          问
          股权转让收入的确认条件是什么        ","《国家税务总局关于贯彻落实企业所得税法若干税收问题的通知》第三条和第八条规定，股权转让收入的确认条件规定如下：

企业转让股权收入，应于转让协议生效、且完成股权变更手续时，确认收入的实现。转让股权收入扣除为取得该股权所发生的成本后，为股权转让所得。企业在计算股权转让所得时，不得扣除被投资企业未分配利润等股东留存收益中按该项股权所可能分配的金额。

对从事股权投资业务的企业（包括集团公司总部、创业投资企业等），其从被投资企业所分配的股息、红利以及股权转让收入，可以按规定的比例计算业务招待费扣除限额。","
                  法律依据：
                  《国家税务总局关于贯彻落实企业所得税法若干税收问题的通知》第三条

企业转让股权收入，应于转让协议生效、且完成股权变更手续时，确认收入的实现。转让股权收入扣除为取得该股权所发生的成本后，为股权转让所得。企业在计算股权转让所得时，不得扣除被投资企业未分配利润等股东留存收益中按该项股权所可能分配的金额。

第八条

对从事股权投资业务的企业（包括集团公司总部、创业投资企业等），其从被投资企业所分配的股息、红利以及股权转让收入，可以按规定的比例计算业务招待费扣除限额。                "
"
          问
          公司如何内部股权转让        ","公司内部股权转让可以自由转让，不需要经过其他股东同意。

根据《中华人民共和国公司法》第七十一条规定，有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。","
                  法律依据：
                  《中华人民共和国公司法》第七十一条

有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。

公司章程对股权转让另有规定的，从其规定。                "
"
          问
          股权质权对质权人有哪些效力        ","股权质权对质权人有以下效力：

1、优先受偿权，质权人可就出质股权的价值优先受偿；

2、质权保全权，因质物有败坏之虞，或其价值有明显减少的可能，足以害及质权人的权利时，质权人可预行处分质物，以所得价金提前清偿债权；

3、物上代位权，因出质股权灭失而得有赔偿金或代替物时，质权及于该赔偿金或代替物。

《民法典》第四百四十三条规定，以基金份额、股权出质的，质权自办理出质登记时设立。

基金份额、股权出质后，不得转让，但是出质人与质权人协商同意的除外。出质人转让基金份额、股权所得的价款，应当向质权人提前清偿债务或者提存。","
                  法律依据：
                  《民法典》第四百四十三条

以基金份额、股权出质的，质权自办理出质登记时设立。

基金份额、股权出质后，不得转让，但是出质人与质权人协商同意的除外。出质人转让基金份额、股权所得的价款，应当向质权人提前清偿债务或者提存。

第四百二十八条

质权人在债务履行期限届满前，与出质人约定债务人不履行到期债务时质押财产归债权人所有的，只能依法就质押财产优先受偿。                "
"
          问
          股权转让中受让方必须要做的什么        ","股权转让中受让方必须要调查公司工商档案掌握公司账面资料、调查公司其他股东基本财务状况、商议拟定股权转让协议。

《中华人民共和国公司法》第七十一条规定，有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。","
                  法律依据：
                  《中华人民共和国公司法》第七十一条

有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。

公司章程对股权转让另有规定的，从其规定。                "
"
          问
          股权转让如何确定诉讼当事人        ","股权转让合同纠纷诉讼中，主要针对的是合同法律关系，因此一般股权的转让人和受让人作为原告或被告；另外，在涉及办理股权工商变更登记等事项方面还涉及利害关系人公司，所以还可以将公司列为第三人参加诉讼。

《中华人民共和国民事诉讼法》第一百一十九条规定，起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。

第四十八条规定，公民、法人和其他组织可以作为民事诉讼的当事人。

法人由其法定代表人进行诉讼。其他组织由其主要负责人进行诉讼。","
                  法律依据：
                  《中华人民共和国民事诉讼法》第一百一十九条

起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。

第四十八条

公民、法人和其他组织可以作为民事诉讼的当事人。

法人由其法定代表人进行诉讼。其他组织由其主要负责人进行诉讼。                "
"
          问
          如何办理股权转让        ","办理股权转让的程序：

1、当事人达成股权转让的合意；

2、取得半数股东同意转让证明，以及其他股东放弃有限购买权证明；

3、签订股权转让协议；

4、注销原股东的出资证明书，向新股东签发出资证明书，并修改公司章程；

5、办理变更登记。

《中华人民共和国公司登记管理条例》第三十四条第一款规定，有限责任公司变更股东的，应当自变更之日起30日内申请变更登记，并按照提交新股东的主体资格证明或者自然人身份证明。","
                  法律依据：
                  《中华人民共和国公司登记管理条例》第三十四条

有限责任公司变更股东的，应当自变更之日起30日内申请变更登记，并应当提交新股东的主体资格证明或者自然人身份证明。

有限责任公司的自然人股东死亡后，其合法继承人继承股东资格的，公司应当依照前款规定申请变更登记。

有限责任公司的股东或者股份有限公司的发起人改变姓名或者名称的，应当自改变姓名或者名称之日起30日内申请变更登记。                "
"
          问
          破产清算的原因有哪些        ","根据《中华人民共和国企业破产法》第二条规定，破产清算的原因主要是企业法人不能清偿到期债务，并且资产不足以清偿全部债务或者明显缺乏清偿能力。

第七条规定，债务人有本法第二条规定的情形，可以向人民法院提出重整、和解或者破产清算申请。

债务人不能清偿到期债务，债权人可以向人民法院提出对债务人进行重整或者破产清算的申请。

企业法人已解散但未清算或者未清算完毕，资产不足以清偿债务的，依法负有清算责任的人应当向人民法院申请破产清算。","
                  法律依据：
                  《中华人民共和国企业破产法》第二条

企业法人不能清偿到期债务，并且资产不足以清偿全部债务或者明显缺乏清偿能力的，依照本法规定清理债务。

企业法人有前款规定情形，或者有明显丧失清偿能力可能的，可以依照本法规定进行重整。                "
"
          问
          股东分红权能否单独转让        ","股东分红权能单独转让。

《中华人民共和国公司法》第三十四条规定，股东按照实缴的出资比例分取红利；公司新增资本时，股东有权优先按照实缴的出资比例认缴出资。但是，全体股东约定不按照出资比例分取红利或者不按照出资比例优先认缴出资的除外。

第一百六十六条第四款规定，公司弥补亏损和提取公积金后所余税后利润，有限责任公司依照本法第三十四条的规定分配；股份有限公司按照股东持有的股份比例分配，但股份有限公司章程规定不按持股比例分配的除外。","
                  法律依据：
                  《中华人民共和国公司法》第三十四条

股东按照实缴的出资比例分取红利；公司新增资本时，股东有权优先按照实缴的出资比例认缴出资。但是，全体股东约定不按照出资比例分取红利或者不按照出资比例优先认缴出资的除外。                "
"
          问
          股东退出公司股份方式有哪些        ","股东退出公司股份方式：

1、股权转让，股东将自己的所有财产依法转让给其他股东或者股东外的其他人；

2、股权回购，股东对股东会关于《公司法》第七十四条规定事项的决议投反对票的，可以请求公司按照合理的价格收购其股权；

3、公司解散，股东在公司解散的情形下等同于取得了退出公司的法律效果。

《中华人民共和国公司法》第七十三条规定，依照本法第七十一条、第七十二条转让股权后，公司应当注销原股东的出资证明书，向新股东签发出资证明书，并相应修改公司章程和股东名册中有关股东及其出资额的记载。对公司章程的该项修改不需再由股东会表决。","
                  法律依据：
                  《中华人民共和国公司法》第七十三条

依照本法第七十一条、第七十二条转让股权后，公司应当注销原股东的出资证明书，向新股东签发出资证明书，并相应修改公司章程和股东名册中有关股东及其出资额的记载。对公司章程的该项修改不需再由股东会表决。                "
"
          问
          公司监事要承担什么责任及义务        ","根据《中华人民共和国公司法》第五十三条规定，公司的监事承担的责任及义务有：

（一）检查公司财务；

（二）对董事、高级管理人员执行公司职务的行为进行监督，对违反法律、行政法规、公司章程或者股东会决议的董事、高级管理人员提出罢免的建议；

（三）当董事、高级管理人员的行为损害公司的利益时，要求董事、高级管理人员予以纠正；

（四）提议召开临时股东会会议，在董事会不履行本法规定的召集和主持股东会会议职责时召集和主持股东会会议；

（五）向股东会会议提出提案；

（六）依照本法第一百五十一条的规定，对董事、高级管理人员提起诉讼；

（七）公司章程规定的其他职权。","
                  法律依据：
                  《中华人民共和国公司法》第五十三条

监事会、不设监事会的公司的监事行使下列职权：


（一）检查公司财务；


（二）对董事、高级管理人员执行公司职务的行为进行监督，对违反法律、行政法规、公司章程或者股东会决议的董事、高级管理人员提出罢免的建议；


（三）当董事、高级管理人员的行为损害公司的利益时，要求董事、高级管理人员予以纠正；


（四）提议召开临时股东会会议，在董事会不履行本法规定的召集和主持股东会会议职责时召集和主持股东会会议；


（五）向股东会会议提出提案。                "
"
          问
          谁来承担股权转让的债务        ","股权转让的债务与股东个人无关，应由公司以公司财产承担，所有的股东仅以出资额为限承担有限责任。

《最高人民法院关于适用若干问题的规定（三）》第十八条规定，有限责任公司的股东未履行或者未全面履行出资义务即转让股权，受让人对此知道或者应当知道，公司请求该股东履行出资义务、受让人对此承担连带责任的，人民法院应予支持；公司债权人依照本规定第十三条第二款向该股东提起诉讼，同时请求前述受让人对此承担连带责任的，人民法院应予支持。

受让人根据前款规定承担责任后，向该未履行或者未全面履行出资义务的股东追偿的，人民法院应予支持。但是，当事人另有约定的除外。","
                  法律依据：
                  《最高人民法院关于适用若干问题的规定（三）》第十八条

有限责任公司的股东未履行或者未全面履行出资义务即转让股权，受让人对此知道或者应当知道，公司请求该股东履行出资义务、受让人对此承担连带责任的，人民法院应予支持；公司债权人依照本规定第十三条第二款向该股东提起诉讼，同时请求前述受让人对此承担连带责任的，人民法院应予支持。

受让人根据前款规定承担责任后，向该未履行或者未全面履行出资义务的股东追偿的，人民法院应予支持。但是，当事人另有约定的除外。                "
"
          问
          股权转让如何生效        ","股权转让依照法定程序签订转让协议，取得出资证明书，载入股东名册、公司章程，并办理了工商变更登记就生效了。

《公司法》第七十一条规定，有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。","
                  法律依据：
                  《中华人民共和国公司法》第七十一条

有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。

公司章程对股权转让另有规定的，从其规定。                "
"
          问
          股权转让适用无权处分吗        ","股权转让不适用无权处分。

《中华人民共和国公司法》第七十一条规定，有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。

公司章程对股权转让另有规定的，从其规定。","
                  法律依据：
                  《中华人民共和国公司法》第七十一条

有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。

公司章程对股权转让另有规定的，从其规定。                "
"
          问
          公司法人代表写的欠条属于公司债务吗        ","公司法人代表以个人名义写的欠条，属于个人债务。公司法人代表以公司名义写的欠条，属于公司债务。

《中华人民共和国公司法》第三条规定，公司是企业法人，有独立的法人财产，享有法人财产权。公司以其全部财产对公司的债务承担责任。

有限责任公司的股东以其认缴的出资额为限对公司承担责任；股份有限公司的股东以其认购的股份为限对公司承担责任。

《民法典》第六十一条第二、三款规定，法定代表人以法人名义从事的民事活动，其法律后果由法人承受。

法人章程或者法人权力机构对法定代表人代表权的限制，不得对抗善意相对人。","
                  法律依据：
                  《中华人民共和国公司法》第三条

公司是企业法人，有独立的法人财产，享有法人财产权。公司以其全部财产对公司的债务承担责任。

有限责任公司的股东以其认缴的出资额为限对公司承担责任；股份有限公司的股东以其认购的股份为限对公司承担责任。

《民法典》第六十一条

依照法律或者法人章程的规定，代表法人从事民事活动的负责人，为法人的法定代表人。

法定代表人以法人名义从事的民事活动，其法律后果由法人承受。

法人章程或者法人权力机构对法定代表人代表权的限制，不得对抗善意相对人。                "
"
          问
          企业负债的偿还顺序        ","根据《中华人民共和国企业破产法》第一百一十三条规定，企业的破产财产在优先清偿破产费用和共益债务后，依照下列顺序清偿：

（一）破产人所欠职工的工资和医疗、伤残补助、抚恤费用，所欠的应当划入职工个人账户的基本养老保险、基本医疗保险费用，以及法律、行政法规规定应当支付给职工的补偿金；

（二）破产人欠缴的除前项规定以外的社会保险费用和破产人所欠税款；

（三）普通破产债权。

破产财产不足以清偿同一顺序的清偿要求的，按照比例分配。

破产企业的董事、监事和高级管理人员的工资按照该企业职工的平均工资计算。","
                  法律依据：
                  《中华人民共和国企业破产法》第一百一十三条

破产财产在优先清偿破产费用和共益债务后，依照下列顺序清偿：

（一）破产人所欠职工的工资和医疗、伤残补助、抚恤费用，所欠的应当划入职工个人账户的基本养老保险、基本医疗保险费用，以及法律、行政法规规定应当支付给职工的补偿金；

（二）破产人欠缴的除前项规定以外的社会保险费用和破产人所欠税款；

（三）普通破产债权。

破产财产不足以清偿同一顺序的清偿要求的，按照比例分配。

破产企业的董事、监事和高级管理人员的工资按照该企业职工的平均工资计算。                "
"
          问
          有限公司注册需要满足哪些条件        ","根据《中华人民共和国公司法》第二十三条规定，有限公司注册需要满足以下条件：

1、股东符合法定人数；

2、有符合公司章程规定的全体股东认缴的出资额；

3、股东共同制定公司章程；

4、有公司名称，建立符合有限责任公司要求的组织机构；

5、有公司住所。

第二十四条规定，有限责任公司由五十个以下股东出资设立。

第二十六条规定，有限责任公司的注册资本为在公司登记机关登记的全体股东认缴的出资额。

法律、行政法规以及国务院决定对有限责任公司注册资本实缴、注册资本最低限额另有规定的，从其规定。","
                  法律依据：
                  《中华人民共和国公司法》第二十三条

设立有限责任公司，应当具备下列条件：

（一）股东符合法定人数；

（二）有符合公司章程规定的全体股东认缴的出资额；

（三）股东共同制定公司章程；

（四）有公司名称，建立符合有限责任公司要求的组织机构；

（五）有公司住所。

第二十四条

有限责任公司由五十个以下股东出资设立。                "
"
          问
          公司债务转个人可以吗        ","根据《民法典》第五百五十一条规定，公司债务可以全部或者部分转移给个人，但是应当经债权人同意。

债务人或者第三人可以催告债权人在合理期限内予以同意，债权人未作表示的，视为不同意。

第五百五十三条规定，债务人转移债务的，新债务人可以主张原债务人对债权人的抗辩；原债务人对债权人享有债权的，新债务人不得向债权人主张抵销。

第五百五十四条规定，债务人转移债务的，新债务人应当承担与主债务有关的从债务，但是该从债务专属于原债务人自身的除外。","
                  法律依据：
                  《民法典》第五百五十一条

债务人将债务的全部或者部分转移给第三人的，应当经债权人同意。

债务人或者第三人可以催告债权人在合理期限内予以同意，债权人未作表示的，视为不同意。

第五百五十三条

债务人转移债务的，新债务人可以主张原债务人对债权人的抗辩；原债务人对债权人享有债权的，新债务人不得向债权人主张抵销。

第五百五十四条

债务人转移债务的，新债务人应当承担与主债务有关的从债务，但是该从债务专属于原债务人自身的除外。                "
"
          问
          有限责任公司股东向非股东转让股权的条件        ","根据《中华人民共和国公司法》第七十一条规定，有限责任公司的股东之间可以相互转让其全部或者部分股权。

有限责任公司股东向非股东转让股权的条件：

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。","
                  法律依据：
                  《中华人民共和国公司法》第七十一条

有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。

经股东同意转让的股权，在同等条件下，其他股东有优先购买权。两个以上股东主张行使优先购买权的，协商确定各自的购买比例；协商不成的，按照转让时各自的出资比例行使优先购买权。

公司章程对股权转让另有规定的，从其规定。                "
"
          问
          公司分立后股权怎么处理        ","公司分立后股权依照分立决议处理，对决议有异议的，可以要求公司回购股权。

《中华人民共和国公司法》第一百七十五条规定，公司分立，其财产作相应的分割。

公司分立，应当编制资产负债表及财产清单。公司应当自作出分立决议之日起十日内通知债权人，并于三十日内在报纸上公告。

第一百七十六条规定，公司分立前的债务由分立后的公司承担连带责任。但是，公司在分立前与债权人就债务清偿达成的书面协议另有约定的除外。","
                  法律依据：
                  《中华人民共和国公司法》第一百七十五条

公司分立，其财产作相应的分割。

公司分立，应当编制资产负债表及财产清单。公司应当自作出分立决议之日起十日内通知债权人，并于三十日内在报纸上公告。

第一百七十六条

公司分立前的债务由分立后的公司承担连带责任。但是，公司在分立前与债权人就债务清偿达成的书面协议另有约定的除外。                "
"
          问
          公司不分红股东能否行使股权回购请求权        ","公司不分红股东可以行使股权回购请求权，但是需要符合法定条件。

《中华人民共和国公司法》第七十四条规定，有下列情形之一的，对股东会该项决议投反对票的股东可以请求公司按照合理的价格收购其股权：

（一）公司连续五年不向股东分配利润，而公司该五年连续盈利，并且符合本法规定的分配利润条件的；

（二）公司合并、分立、转让主要财产的；

（三）公司章程规定的营业期限届满或者章程规定的其他解散事由出现，股东会会议通过决议修改章程使公司存续的。

自股东会会议决议通过之日起六十日内，股东与公司不能达成股权收购协议的，股东可以自股东会会议决议通过之日起九十日内向人民法院提起诉讼。","
                  法律依据：
                  《中华人民共和国公司法》第七十四条

有下列情形之一的，对股东会该项决议投反对票的股东可以请求公司按照合理的价格收购其股权：

（一）公司连续五年不向股东分配利润，而公司该五年连续盈利，并且符合本法规定的分配利润条件的；

（二）公司合并、分立、转让主要财产的；

（三）公司章程规定的营业期限届满或者章程规定的其他解散事由出现，股东会会议通过决议修改章程使公司存续的。

自股东会会议决议通过之日起六十日内，股东与公司不能达成股权收购协议的，股东可以自股东会会议决议通过之日起九十日内向人民法院提起诉讼。                "
