字段1,字段2,字段3
"
          问
          自书遗嘱的认定标准        ","自书遗嘱的认定标准如下：

1、立遗嘱的人必须亲笔亲自书写，不可代笔；

2、立遗嘱人有完全民事行为能力；

3、遗嘱内容是真实意思表示；

4、处分财产为合法个人财产；

5、对所处分的财产有处分权；

6、遗嘱形式符合法律规定。

根据2021年实施的《中华人民共和国民法典》第一千一百三十四条规定，自书遗嘱由遗嘱人亲笔书写，签名，注明年、月、日。

第一千一百四十三条规定，无民事行为能力人或者限制民事行为能力人所立的遗嘱无效。

遗嘱必须表示遗嘱人的真实意思，受欺诈、胁迫所立的遗嘱无效。

伪造的遗嘱无效。

遗嘱被篡改的，篡改的内容无效。","
                  法律依据：
                  《中华人民共和国民法典》第一千一百三十四条

自书遗嘱由遗嘱人亲笔书写，签名，注明年、月、日。

《中华人民共和国民法典》第一千一百四十三条

无民事行为能力人或者限制民事行为能力人所立的遗嘱无效。

遗嘱必须表示遗嘱人的真实意思，受欺诈、胁迫所立的遗嘱无效。

伪造的遗嘱无效。

遗嘱被篡改的，篡改的内容无效。                "
"
          问
          关于继承法的诉讼时效是多长时间        ","关于继承法的诉讼时效是三年。

《民法典》第一百八十八条规定，向人民法院请求保护民事权利的诉讼时效期间为三年。法律另有规定的，依照其规定。

诉讼时效期间自权利人知道或者应当知道权利受到损害以及义务人之日起计算。法律另有规定的，依照其规定。但是，自权利受到损害之日起超过二十年的，人民法院不予保护，有特殊情况的，人民法院可以根据权利人的申请决定延长。","
                  法律依据：
                  《民法典》第一百八十八条

向人民法院请求保护民事权利的诉讼时效期间为三年。法律另有规定的，依照其规定。

诉讼时效期间自权利人知道或者应当知道权利受到损害以及义务人之日起计算。法律另有规定的，依照其规定。但是，自权利受到损害之日起超过二十年的，人民法院不予保护，有特殊情况的，人民法院可以根据权利人的申请决定延长。                "
"
          问
          探视权时间的规定是什么        ","探视权时间的规定是：

1、和当事人协议；

2、协议不成的，由人民法院判决。

《民法典》第一千零八十六条规定，离婚后，不直接抚养子女的父或者母，有探望子女的权利，另一方有协助的义务。

行使探望权利的方式、时间由当事人协议；协议不成的，由人民法院判决。

父或者母探望子女，不利于子女身心健康的，由人民法院依法中止探望；中止的事由消失后，应当恢复探望。","
                  法律依据：
                  《民法典》第一千零八十六条

离婚后，不直接抚养子女的父或者母，有探望子女的权利，另一方有协助的义务。

行使探望权利的方式、时间由当事人协议；协议不成的，由人民法院判决。

父或者母探望子女，不利于子女身心健康的，由人民法院依法中止探望；中止的事由消失后，应当恢复探望。                "
"
          问
          怎样到法院进行起诉离婚        ","到法院进行起诉离婚的程序：

1、提交起诉状以及相关证据材料；

2、法院受理并审查；

3、开庭；

4、法庭辩论；

5、法庭调解；

6、法院判决。

如果法院宣判不予离婚的，原告可以在判决生效六个月后再次起诉离婚。

根据《中华人民共和国民事诉讼法》第一百二十条规定，起诉应当向人民法院递交起诉状，并按照被告人数提出副本。

书写起诉状确有困难的，可以口头起诉，由人民法院记入笔录，并告知对方当事人。","
                  法律依据：
                  中华人民共和国民事诉讼法第一百二十条

起诉应当向人民法院递交起诉状，并按照被告人数提出副本。

书写起诉状确有困难的，可以口头起诉，由人民法院记入笔录，并告知对方当事人。                "
"
          问
          小孩监护人去世怎么办        ","小孩得监护人去世，由祖父母、外祖父母；兄、姐；其他愿意担任监护人的个人或者组织按顺序担任监护人。

《民法典》第二十七条规定，父母是未成年子女的监护人。

未成年人的父母已经死亡或者没有监护能力的，由下列有监护能力的人按顺序担任监护人：

（一）祖父母、外祖父母；

（二）兄、姐；

（三）其他愿意担任监护人的个人或者组织，但是须经未成年人住所地的居民委员会、村民委员会或者民政部门同意。","
                  法律依据：
                  《民法典》第二十七条

父母是未成年子女的监护人。

未成年人的父母已经死亡或者没有监护能力的，由下列有监护能力的人按顺序担任监护人：

（一）祖父母、外祖父母；

（二）兄、姐；

（三）其他愿意担任监护人的个人或者组织，但是须经未成年人住所地的居民委员会、村民委员会或者民政部门同意。                "
"
          问
          人民检察院立案后会怎样        ","人民检察院立案之后，办案机关就会开始着手调查，进入刑事侦查阶段，公安机关在进行调查锁定犯罪嫌疑人之后，就会采取相应的刑事强制措施，比如刑事拘留、取保候审、监视居住等。检察院审查后作出起诉或者不起诉决定。

《中华人民共和国刑事诉讼法》第一百六十七条规定，人民检察院对直接受理的案件中被拘留的人，认为需要逮捕的，应当在十四日以内作出决定。在特殊情况下，决定逮捕的时间可以延长一日至三日。对不需要逮捕的，应当立即释放；对需要继续侦查，并且符合取保候审、监视居住条件的，依法取保候审或者监视居住。","
                  法律依据：
                  《中华人民共和国刑事诉讼法》第一百六十七条

人民检察院对直接受理的案件中被拘留的人，认为需要逮捕的，应当在十四日以内作出决定。在特殊情况下，决定逮捕的时间可以延长一日至三日。对不需要逮捕的，应当立即释放；
对需要继续侦查，并且符合取保候审、监视居住条件的，依法取保候审或者监视居住。                "
"
          问
          如何办理遗产继承公证?        ","办理遗产继承公证的程序步骤有：

1、填写《公证申请表》，根据《公证程序规则》第十七条，公证申请表的内容有：

（1）申请人基本情况；

（2）提交证明材料的名称、数量以及相关证人的基本信息；

（3）申请日期；

（4）其他需要说明的情况。

2、提交材料，根据第十八条规定，材料包括：

（1）继承人的身份证明；

（2）有遗嘱的需要遗嘱；

（3）继承关系证明和有关财产权利证明；

（4）其他申请继承公证需要的材料。

3、公证员审核材料和《公证申请表》，根据第二十三条规定，审查内容有：

（1）申请人的身份及申请继承的权利资格；

（2）当事人的意思表示是否真实有效；

（3）继承内容是否完备，签名是否齐全；

（4）提供的证明材料是否真实、合法、充分；

（5）申请继承是否真实、合法。","
                  法律依据：
                  《公证程序规则》第十七条

自然人、法人或者其他组织向公证机构申请办理公证，应当填写公证申请表。公证申请表应当载明下列内容：


（一）申请人及其代理人的基本情况；


（二）申请公证的事项及公证书的用途；


（三）申请公证的文书的名称；


（四）提交证明材料的名称、份数及有关证人的姓名、住址、联系方式；


（五）申请的日期；


（六）其他需要说明的情况。

申请人应当在申请表上签名或者盖章，不能签名、盖章的由本人捺指印。                "
"
          问
          房屋继承时如何申请产权转移登记        ","房屋继承时申请产权转移登记的流程如下：

1、到房屋所在地的不动产登记机构提出书面申请；

2、提交登记申请书、申请人身份证明，被继承人死亡证明、房产证等材料；

3、对提交的材料进行审核，必要时实地调查；

4、符合登记条件，办理过户登记，办法权属证书。

根据《不动产登记暂行条例》第二十条的规定，不动产登记机构应当自受理登记申请之日起30个工作日内办结不动产登记手续，法律另有规定的除外。

第二十一条规定，登记事项自记载于不动产登记簿时完成登记。

不动产登记机构完成登记，应当依法向申请人核发不动产权属证书或者登记证明。","
                  法律依据：
                  《不动产登记暂行条例》第二十条

不动产登记机构应当自受理登记申请之日起30个工作日内办结不动产登记手续，法律另有规定的除外。

《不动产登记暂行条例》第二十一条

登记事项自记载于不动产登记簿时完成登记。

不动产登记机构完成登记，应当依法向申请人核发不动产权属证书或者登记证明。                "
"
          问
          土地可以作为财产继承吗?        ","土地所有权是不可以作为财产继承的，土地属于国家所有。不过土地使用权可以继承，并且土地上取得所有权的房屋也可以继承。

根据《土地管理法》第九条，城市市区的土地属于国家所有。

农村和城市郊区的土地，除由法律规定属于国家所有的以外，属于农民集体所有；宅基地和自留地、自留山，属于农民集体所有。

根据《民法典》第一千一百二十二条，遗产是自然人死亡时遗留的个人合法财产。

依照法律规定或者根据其性质不得继承的遗产，不得继承。","
                  法律依据：
                  《土地管理法》第九条

城市市区的土地属于国家所有。

农村和城市郊区的土地，除由法律规定属于国家所有的以外，属于农民集体所有；宅基地和自留地、自留山，属于农民集体所有。

《民法典》第一千一百二十二条

遗产是自然人死亡时遗留的个人合法财产。

依照法律规定或者根据其性质不得继承的遗产，不得继承。                "
"
          问
          超过法定标准的利息该如何确认        ","超过法定标准的利息确认：法律规定，超过合同成立时一年期贷款市场报价利率四倍的，属于超过法定标准的利息，对超过部分，法律不予保护，该利息为无效利息。我国法律允许当事人自由约定利息，但约定的利息必须符合法律规定。

《关于审理民间借贷案件适用法律若干问题的规定》第二十六条规定，出借人请求借款人按照合同约定利率支付利息的，人民法院应予支持，但是双方约定的利率超过合同成立时一年期贷款市场报价利率四倍的除外。

前款所称“一年期贷款市场报价利率”，是指中国人民银行授权全国银行间同业拆借中心自2019年8月20日起每月发布的一年期贷款市场报价利率。","
                  法律依据：
                  《关于审理民间借贷案件适用法律若干问题的规定》第二十六条

出借人请求借款人按照合同约定利率支付利息的，人民法院应予支持，但是双方约定的利率超过合同成立时一年期贷款市场报价利率四倍的除外。

前款所称“一年期贷款市场报价利率”，是指中国人民银行授权全国银行间同业拆借中心自2019年8月20日起每月发布的一年期贷款市场报价利率。                "
"
          问
          贷款担保人需要什么证件        ","贷款担保人需要的证件：

1、担保人本人的身份证原件及复印件；

2、担保人银行提供的工资流水或者其他可以证明自己收入的凭证；

3、担保人填写好的担保承诺书，表示愿意为借款人提供担保，履行相应义务。

2021年1月1日生效的《民法典》第六百八十三条规定，机关法人不得为保证人，但是经国务院批准为使用外国政府或者国际经济组织贷款进行转贷的除外。

以公益为目的的非营利法人、非法人组织不得为保证人。","
                  法律依据：
                  《民法典》第六百八十三条

机关法人不得为保证人，但是经国务院批准为使用外国政府或者国际经济组织贷款进行转贷的除外。

以公益为目的的非营利法人、非法人组织不得为保证人。                "
"
          问
          欠银行贷款40万会坐牢几年        ","欠银行贷款40万元一般不会坐牢，但如果银行已经起诉并胜诉的，当事人始终不履行还款义务，并在银行申请强制执行后仍不执行的，构成拒不执行判决、裁定罪，情节严重的，处三年以下有期徒刑、拘役或者罚金；情节特别严重的，处三年以上七年以下有期徒刑，并处罚金。

《刑法》第三百一十三条规定，对人民法院的判决、裁定有能力执行而拒不执行，情节严重的，处三年以下有期徒刑、拘役或者罚金；情节特别严重的，处三年以上七年以下有期徒刑，并处罚金。单位犯前款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，依照前款的规定处罚。","
                  法律依据：
                  中华人民共和国刑法第三百一十三条

对人民法院的判决、裁定有能力执行而拒不执行，情节严重的，处三年以下有期徒刑、拘役或者罚金；
情节特别严重的，处三年以上七年以下有期徒刑，并处罚金。单位犯前款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，依照前款的规定处罚。                "
"
          问
          信用卡逾期半年能出境吗        ","信用卡逾期半年的，如果发卡银行没有起诉，法院没有向债务人下达限制出境令，是可以出国的；如果发卡银行起诉，法院下达限制出境令的，债务人不可以出国。

《关于限制被执行人高消费的若干规定》第三条第一项、第六项规定，被执行人为自然人的，被限制高消费后，不得有以下以其财产支付费用的行为：

（一）乘坐交通工具时，选择飞机、列车软卧、轮船二等以上舱位；

（六）旅游、度假。","
                  法律依据：
                  《关于限制被执行人高消费的若干规定》第三条第一项、第六项

被执行人为自然人的，被限制高消费后，不得有以下以其财产支付费用的行为：

（一）乘坐交通工具时，选择飞机、列车软卧、轮船二等以上舱位；

（六）旅游、度假。                "
"
          问
          信用卡要多久时间算逾期        ","信用卡只要未在约定的时间内还款的，就是逾期。信用卡逾期超过三个月的，持卡人可能会被发卡机构起诉。信用卡分为恶意逾期和非恶意逾专期，恶意逾期可能会被银行属起诉，如果信用卡持卡人为了非法占有而透支使用信用卡，且超过规定限额或一段时间，在开卡行两次有效通知三个月后不进行还款，将会受到恶意透支的起诉。

《民事诉讼法》第一百一十九条规定，起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。","
                  法律依据：
                  中华人民共和国民事诉讼法第一百一十九条

起诉必须符合下列条件：


（一）原告是与本案有直接利害关系的公民、法人和其他组织；


（二）有明确的被告；


（三）有具体的诉讼请求和事实、理由；


（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。                "
"
          问
          信用卡没能力还每月还几百会坐牢吗        ","信用卡没能力还，每月还几百不会坐牢。信用卡不还属于民事责任，坐牢属于刑事惩罚，一般信用卡不还，需要承担的是违约责任，如罚息、违约金等，不会涉及到刑事惩罚的。

2021年1月1日生效的《民法典》第五百七十七条规定，当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。

第五百七十八条  

当事人一方明确表示或者以自己的行为表明不履行合同义务的，对方可以在履行期限届满前请求其承担违约责任。","
                  法律依据：
                  《民法典》第五百七十七条  

当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。

第五百七十八条  

当事人一方明确表示或者以自己的行为表明不履行合同义务的，对方可以在履行期限届满前请求其承担违约责任。                "
"
          问
          经济纠纷怎么去法院起诉        ","经济纠纷去法院起诉的方式：当事人可以直接携带起诉状和本人的身份证向有管辖权的法院提起经济纠纷诉讼，由法院决定是否立案；对于立案的案件，法院一般会先进行调解，调解不成的，法院依法开庭审理并作出判决。

《民事诉讼法》第一百一十九条规定，起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。","
                  法律依据：
                  《民事诉讼法》第一百一十九条

起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。                "
"
          问
          信用卡判刑标准        ","信用卡判刑标准：进行信用卡诈骗活动，数额较大的，处五年以下有期徒刑或者拘役，并处二万元以上二十万元以下罚金；数额巨大或者有其他严重情节的，处五年以上十年以下有期徒刑，并处五万元以上五十万元以下罚金。

《刑法》第一百九十六条规定，有下列情形之一，进行信用卡诈骗活动，数额较大的，处五年以下有期徒刑或者拘役，并处二万元以上二十万元以下罚金：

（一）使用伪造的信用卡，或者使用以虚假的身份证明骗领的信用卡的；

（二）使用作废的信用卡的；

（三）冒用他人信用卡的；

（四）恶意透支的。前款所称恶意透支，是指持卡人以非法占有为目的，超过规定限额或者规定期限透支，并且经发卡银行催收后仍不归还的行为。","
                  法律依据：
                  《刑法》第一百九十六条

有下列情形之一，进行信用卡诈骗活动，数额较大的，处五年以下有期徒刑或者拘役，并处二万元以上二十万元以下罚金：

（一）使用伪造的信用卡，或者使用以虚假的身份证明骗领的信用卡的；

（二）使用作废的信用卡的；

（三）冒用他人信用卡的；

（四）恶意透支的。前款所称恶意透支，是指持卡人以非法占有为目的，超过规定限额或者规定期限透支，并且经发卡银行催收后仍不归还的行为。                "
"
          问
          公积金贷款是否可以异地使用        ","在一般情形下，公积金贷款可以异地使用。具体的政策，应当咨询所在地的公积金管理中心。

根据《住房公积金管理条例》第二十六条的规定，缴存住房公积金的职工，在购买、建造、翻建、大修自住住房时，可以向住房公积金管理中心申请住房公积金贷款。

住房公积金管理中心应当自受理申请之日起15日内作出准予贷款或者不准贷款的决定，并通知申请人；准予贷款的，由受委托银行办理贷款手续。

住房公积金贷款的风险，由住房公积金管理中心承担。","
                  法律依据：
                  住房公积金管理条例第二十六条

缴存住房公积金的职工，在购买、建造、翻建、大修自住住房时，可以向住房公积金管理中心申请住房公积金贷款。

住房公积金管理中心应当自受理申请之日起15日内作出准予贷款或者不准贷款的决定，并通知申请人；
准予贷款的，由受委托银行办理贷款手续。

住房公积金贷款的风险，由住房公积金管理中心承担。                "
"
          问
          如何继承分割房屋遗产        ","继承分割房屋遗产的一般流程如下：

1、根据遗嘱或者法定继承的方式继承房屋；

2、就具体的分割方式，继承人之间进行协商；

3、如采用折价补偿的方式，则由获得遗产所有权的继承人按照其它继承人的继承比例给予补偿。

根据2021年生效的《民法典》第一千一百二十三条的规定，继承开始后，按照法定继承办理；有遗嘱的，按照遗嘱继承或者遗赠办理；有遗赠扶养协议的，按照协议办理。

第一千一百三十二条规定，继承人应当本着互谅互让、和睦团结的精神，协商处理继承问题。遗产分割的时间、办法和份额，由继承人协商确定；协商不成的，可以由人民调解委员会调解或者向人民法院提起诉讼。","
                  法律依据：
                  《民法典》第一千一百二十三条

继承开始后，按照法定继承办理；有遗嘱的，按照遗嘱继承或者遗赠办理；有遗赠扶养协议的，按照协议办理。

《民法典》第一千一百三十二条

继承人应当本着互谅互让、和睦团结的精神，协商处理继承问题。遗产分割的时间、办法和份额，由继承人协商确定；协商不成的，可以由人民调解委员会调解或者向人民法院提起诉讼。                "
"
          问
          劳动争议仲裁一裁终局可以吗        ","劳动争议仲裁一裁终局是可以的。

《劳动争议调解仲裁法》第四十七条规定，下列劳动争议，除本法另有规定的外，仲裁裁决为终局裁决，裁决书自作出之日起发生法律效力：

（一）追索劳动报酬、工伤医疗费、经济补偿或者赔偿金，不超过当地月最低工资标准十二个月金额的争议；

（二）因执行国家的劳动标准在工作时间、休息休假、社会保险等方面发生的争议。","
                  法律依据：
                  《劳动争议调解仲裁法》第四十七条

下列劳动争议，除本法另有规定的外，仲裁裁决为终局裁决，裁决书自作出之日起发生法律效力：


（一）追索劳动报酬、工伤医疗费、经济补偿或者赔偿金，不超过当地月最低工资标准十二个月金额的争议；


（二）因执行国家的劳动标准在工作时间、休息休假、社会保险等方面发生的争议。                "
"
          问
          哪些可以优先继承遗产?        ","可以优先继承遗产的继承人有：

1、生活有特殊困难又缺乏劳动能力的继承人，这种特殊情况的继承人，必须要同时具备“生活有特殊困难”和“缺乏劳动能力”两个条件。

2、对被继承人尽了主要扶养义务或者与被继承人共同生活的继承人。尽“主要扶养义务”，是指继承人对被继承人在生活方面承担了主要劳务。

根据《民法典》第一千一百三十条规定，同一顺序继承人继承遗产的份额，一般应当均等。

对生活有特殊困难又缺乏劳动能力的继承人，分配遗产时，应当予以照顾。

对被继承人尽了主要扶养义务或者与被继承人共同生活的继承人，分配遗产时，可以多分。

有扶养能力和有扶养条件的继承人，不尽扶养义务的，分配遗产时，应当不分或者少分。

继承人协商同意的，也可以不均等。","
                  法律依据：
                  《民法典》第一千一百三十条

同一顺序继承人继承遗产的份额，一般应当均等。

对生活有特殊困难又缺乏劳动能力的继承人，分配遗产时，应当予以照顾。

对被继承人尽了主要扶养义务或者与被继承人共同生活的继承人，分配遗产时，可以多分。

有扶养能力和有扶养条件的继承人，不尽扶养义务的，分配遗产时，应当不分或者少分。

继承人协商同意的，也可以不均等。                "
"
          问
          如何行使代位继承权?        ","代位继承权行使，由被继承人的子女的直系晚辈血亲进行。被继承人的子女先于被继承人死亡时，由被继承人子女的晚辈直系血亲代替先死亡的长辈直系血亲继承被继承人遗产；在被继承人无配偶、子女、父母继承其财产，被继承人的兄弟姐妹又先于被继承人死亡时，由被继承人兄弟姐妹的子女代替先死亡的父母继承被继承人遗产。

根据《民法典》第一千一百二十八条规定，被继承人的子女先于被继承人死亡的，由被继承人的子女的直系晚辈血亲代位继承。

被继承人的兄弟姐妹先于被继承人死亡的，由被继承人的兄弟姐妹的子女代位继承。

代位继承人一般只能继承被代位继承人有权继承的遗产份额。","
                  法律依据：
                  《民法典》第一千一百二十八条

被继承人的子女先于被继承人死亡的，由被继承人的子女的直系晚辈血亲代位继承。

被继承人的兄弟姐妹先于被继承人死亡的，由被继承人的兄弟姐妹的子女代位继承。

代位继承人一般只能继承被代位继承人有权继承的遗产份额。                "
"
          问
          财产继承如何适用法律?        ","财产继承，从被继承人死亡时开始。有遗嘱的适用遗嘱继承，没有遗嘱的适用法定继承。

根据《民法典》第一千一百二十三条规定，继承开始后，按照法定继承办理；有遗嘱的，按照遗嘱继承或者遗赠办理；有遗赠扶养协议的，按照协议办理。

第一千一百二十一条规定，继承从被继承人死亡时开始。

相互有继承关系的数人在同一事件中死亡，难以确定死亡时间的，推定没有其他继承人的人先死亡。都有其他继承人，辈份不同的，推定长辈先死亡；辈份相同的，推定同时死亡，相互不发生继承。","
                  法律依据：
                  《民法典》第一千一百二十三条

继承开始后，按照法定继承办理；有遗嘱的，按照遗嘱继承或者遗赠办理；有遗赠扶养协议的，按照协议办理。

第一千一百二十一条

继承从被继承人死亡时开始。

相互有继承关系的数人在同一事件中死亡，难以确定死亡时间的，推定没有其他继承人的人先死亡。都有其他继承人，辈份不同的，推定长辈先死亡；辈份相同的，推定同时死亡，相互不发生继承。                "
"
          问
          房屋遗嘱公证有效期是多久?        ","房屋遗嘱公证没有有效期。如果没有新的遗嘱推翻此遗嘱，那么遗嘱一直有效。

根据《民法典》第一千一百四十二条规定，遗嘱人可以撤回、变更自己所立的遗嘱。

立遗嘱后，遗嘱人实施与遗嘱内容相反的民事法律行为的，视为对遗嘱相关内容的撤回。

立有数份遗嘱，内容相抵触的，以最后的遗嘱为准。

第一千一百二十一条规定，继承从被继承人死亡时开始。

相互有继承关系的数人在同一事件中死亡，难以确定死亡时间的，推定没有其他继承人的人先死亡。都有其他继承人，辈份不同的，推定长辈先死亡；辈份相同的，推定同时死亡，相互不发生继承。","
                  法律依据：
                  《民法典》第一千一百四十二条

遗嘱人可以撤回、变更自己所立的遗嘱。

立遗嘱后，遗嘱人实施与遗嘱内容相反的民事法律行为的，视为对遗嘱相关内容的撤回。

立有数份遗嘱，内容相抵触的，以最后的遗嘱为准。

第一千一百二十一条

继承从被继承人死亡时开始。

相互有继承关系的数人在同一事件中死亡，难以确定死亡时间的，推定没有其他继承人的人先死亡。都有其他继承人，辈份不同的，推定长辈先死亡；辈份相同的，推定同时死亡，相互不发生继承。                "
"
          问
          老公去世财产怎么分割?        ","老公去世财产分割，首先要确定遗产的范围，将被继承人的遗产从夫妻共同财产和家庭共有财产中分割出来，属于夫妻共同财产的一半分出给配偶，剩余的财产作为被继承人的遗产由其继承人继承。

根据《民法典》第一千一百五十三条规定，夫妻共同所有的财产，除有约定的外，遗产分割时，应当先将共同所有的财产的一半分出为配偶所有，其余的为被继承人的遗产。

遗产在家庭共有财产之中的，遗产分割时，应当先分出他人的财产。","
                  法律依据：
                  《民法典》第一千一百五十三条

夫妻共同所有的财产，除有约定的外，遗产分割时，应当先将共同所有的财产的一半分出为配偶所有，其余的为被继承人的遗产。

遗产在家庭共有财产之中的，遗产分割时，应当先分出他人的财产。                "
"
          问
          房贷可以提前还吗?        ","房贷可以提前还。

根据2021年实施的《民法典》第六百七十七条规定，借款人提前返还借款的，除当事人另有约定外，应当按照实际借款的期间计算利息。

《商业银行法》第三十七条规定，商业银行贷款，应当与借款人订立书面合同。合同应当约定贷款种类、借款用途、金额、利率、还款期限、还款方式、违约责任和双方认为需要约定的其他事项。

第四十二条第一、二款规定，借款人应当按期归还贷款的本金和利息。

借款人到期不归还担保贷款的，商业银行依法享有要求保证人归还贷款本金和利息或者就该担保物优先受偿的权利。商业银行因行使抵押权、质权而取得的不动产或者股权，应当自取得之日起二年内予以处分。","
                  法律依据：
                  《民法典》第六百七十七条

借款人提前返还借款的，除当事人另有约定外，应当按照实际借款的期间计算利息。

《商业银行法》第三十七条

商业银行贷款，应当与借款人订立书面合同。合同应当约定贷款种类、借款用途、金额、利率、还款期限、还款方式、违约责任和双方认为需要约定的其他事项。

第四十二条

借款人应当按期归还贷款的本金和利息。

借款人到期不归还担保贷款的，商业银行依法享有要求保证人归还贷款本金和利息或者就该担保物优先受偿的权利。商业银行因行使抵押权、质权而取得的不动产或者股权，应当自取得之日起二年内予以处分。                "
"
          问
          丈夫婚前财产妻子是否享有继承权        ","丈夫婚前财产妻子享有继承权。

遗产包括被继承人所有的合法个人财产。

因此，无论是婚前财产还是婚后财产，属于被继承人的合法个人财产的，继承人都可以依法继承。

并且妻子是丈夫遗产的第一顺序继承人。

根据《民法典》第一千一百二十二条第一款规定，遗产是自然人死亡时遗留的个人合法财产。

第一千一百二十七条第一、二款规定，遗产按照下列顺序继承：

（一）第一顺序：配偶、子女、父母；

（二）第二顺序：兄弟姐妹、祖父母、外祖父母。

继承开始后，由第一顺序继承人继承，第二顺序继承人不继承；没有第一顺序继承人继承的，由第二顺序继承人继承。","
                  法律依据：
                  《民法典》第一千一百二十二条

遗产是自然人死亡时遗留的个人合法财产。

依照法律规定或者根据其性质不得继承的遗产，不得继承。

《民法典》第一千一百二十七条

遗产按照下列顺序继承：


（一）第一顺序：
配偶、子女、父母；


（二）第二顺序：
兄弟姐妹、祖父母、外祖父母。

继承开始后，由第一顺序继承人继承，第二顺序继承人不继承；
没有第一顺序继承人继承的，由第二顺序继承人继承。                "
"
          问
          遗嘱人自书遗嘱怎么立有效        ","遗嘱人自书遗嘱有效的条件：

1、遗嘱人具有完全民事行为能力；

2、遗嘱人必须亲笔书写，签名，注明年、月、日；

3、遗嘱内容合法；

4、必须表示遗嘱人的真实意思。

根据2021年实施的《民法典》第一千一百三十四条规定，自书遗嘱由遗嘱人亲笔书写，签名，注明年、月、日。

第一千一百四十三条规定，无民事行为能力人或者限制民事行为能力人所立的遗嘱无效。

遗嘱必须表示遗嘱人的真实意思，受欺诈、胁迫所立的遗嘱无效。

伪造的遗嘱无效。

遗嘱被篡改的，篡改的内容无效。","
                  法律依据：
                  《中华人民共和国民法典》第一千一百三十四条

自书遗嘱由遗嘱人亲笔书写，签名，注明年、月、日。

第一千一百四十三条

无民事行为能力人或者限制民事行为能力人所立的遗嘱无效。

遗嘱必须表示遗嘱人的真实意思，受欺诈、胁迫所立的遗嘱无效。

伪造的遗嘱无效。

遗嘱被篡改的，篡改的内容无效。                "
"
          问
          老人再婚遗产分配的规定是什么        ","老人再婚遗产分配的规定是：

1、如果有遗嘱，就按照遗嘱执行；

2、如果没有遗嘱，则按照法定继承。

一般情况下，同一顺序的法定继承人应该平均分配遗产。

如果有特殊情况的，法定继承人的继承份额可以不均等。

根据《民法典》第一千零六十一条规定，夫妻有相互继承遗产的权利。

第一千零二十七条第一、二款规定，遗产按照下列顺序继承：

（一）第一顺序：配偶、子女、父母；

（二）第二顺序：兄弟姐妹、祖父母、外祖父母。

继承开始后，由第一顺序继承人继承，第二顺序继承人不继承；没有第一顺序继承人继承的，由第二顺序继承人继承。","
                  法律依据：
                  《民法典》第一千零六十一条

夫妻有相互继承遗产的权利。

第一千一百二十七条第一、二款

遗产按照下列顺序继承：

（一）第一顺序：配偶、子女、父母；

（二）第二顺序：兄弟姐妹、祖父母、外祖父母。

继承开始后，由第一顺序继承人继承，第二顺序继承人不继承；没有第一顺序继承人继承的，由第二顺序继承人继承。                "
"
          问
          代书遗嘱的有效条件及见证人资格        ","代书遗嘱的有效条件是：

1、必须有两个以上见证人在场见证，其中一人可为代书人；

2、代书人、见证人和遗嘱人必须在遗嘱上签名，并注明代书遗嘱的年、月、日；

3、代书人应当具有完全的民事行为能力。

见证人资格是：

1、具有完全民事行为能力；

2、能够了解遗嘱内容、知晓遗嘱所用语言；

3、与继承遗产无利害关系。

根据《民法典》第一千零三十五条规定，代书遗嘱应当由两人以上见证在场见证，由其中一人代书，并由遗嘱人、代书人和其他见证人签名，注明年、月、日。","
                  法律依据：
                  《民法典》第一千一百三十五条

代书遗嘱应当有两个以上见证人在场见证，由其中一人代书，并由遗嘱人、代书人和其他见证人签名，注明年、月、日。                "
