字段1,字段2,字段3
"
          问
          领结婚证的年龄限制        ","领结婚证的年龄限制：男性不得早于22周岁，女性不得早于20周岁。婚姻的自然属性和社会属性要求，结婚只有达到一定的年龄，才能具备适合的生理条件和心理条件，也才能履行夫妻义务，承担家庭和社会的责任。

根据《民法典》第一千零四十七条规定，结婚年龄，男不得早于二十二周岁，女不得早于二十周岁。

第一千零四十九条规定，要求结婚的男女双方应当亲自到婚姻登记机关申请结婚登记。符合本法规定的，予以登记，发给结婚证。完成结婚登记，即确立婚姻关系。未办理结婚登记的，应当补办登记。","
                  法律依据：
                  《民法典》第一千零四十七条

结婚年龄，男不得早于二十二周岁，女不得早于二十周岁。

《民法典》第一千零四十九条

要求结婚的男女双方应当亲自到婚姻登记机关申请结婚登记。符合本法规定的，予以登记，发给结婚证。完成结婚登记，即确立婚姻关系。未办理结婚登记的，应当补办登记。                "
"
          问
          离婚后变更抚养权的条件有哪些        ","离婚后变更抚养权的条件有：离婚时，孩子抚养权判给对方后，如果以后对方出现了对孩子成长不利的情形，可以要求变更孩子的抚养权。夫妻离婚后的任何时间内，一方或双方的情况或抚养能力发生较大变化，均可提出变更子女抚养权的要求。

《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第五十六条规定，具有下列情形之一，父母一方要求变更子女抚养关系的，人民法院应予支持：

（一）与子女共同生活的一方因患严重疾病或者因伤残无力继续抚养子女；

（二）与子女共同生活的一方不尽抚养义务或有虐待子女行为，或者其与子女共同生活对子女身心健康确有不利影响；

（三）已满八周岁的子女，愿随另一方生活，该方又有抚养能力；

（四）有其他正当理由需要变更。","
                  法律依据：
                  《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第五十六条

具有下列情形之一，父母一方要求变更子女抚养关系的，人民法院应予支持：

（一）与子女共同生活的一方因患严重疾病或者因伤残无力继续抚养子女；

（二）与子女共同生活的一方不尽抚养义务或有虐待子女行为，或者其与子女共同生活对子女身心健康确有不利影响；

（三）已满八周岁的子女，愿随另一方生活，该方又有抚养能力；

（四）有其他正当理由需要变更。                "
"
          问
          怎样确定孩子的抚养权        ","孩子的抚养权，可以由父母双方来协商确定，如果协商不成的，可以向法院起诉，法院根据父母的实际情况，结合由一方抚养是否有利于孩子身心健康的条件，作出确定抚养权的判决。

根据《民法典》第一千零八十四条规定，父母与子女间的关系，不因父母离婚而消除。离婚后，子女无论由父或者母直接抚养，仍是父母双方的子女。

离婚后，父母对于子女仍有抚养、教育、保护的权利和义务。

离婚后，不满两周岁的子女，以由母亲直接抚养为原则。已满两周岁的子女，父母双方对抚养问题协议不成的，由人民法院根据双方的具体情况，按照最有利于未成年子女的原则判决。子女已满八周岁的，应当尊重其真实意愿。","
                  法律依据：
                  《民法典》第一千零八十四条

父母与子女间的关系，不因父母离婚而消除。离婚后，子女无论由父或者母直接抚养，仍是父母双方的子女。

离婚后，父母对于子女仍有抚养、教育、保护的权利和义务。

离婚后，不满两周岁的子女，以由母亲直接抚养为原则。已满两周岁的子女，父母双方对抚养问题协议不成的，由人民法院根据双方的具体情况，按照最有利于未成年子女的原则判决。子女已满八周岁的，应当尊重其真实意愿。                "
"
          问
          夫妻离婚需要哪些手续        ","夫妻协议离婚的手续如下：

1、男女双方持离婚协议书等材料亲自到婚姻登记机关申请；

2、婚姻登记机关收到申请30日内任何一方可撤回申请；3、男女双方在期满后30日申请发给离婚证；

4、婚姻登记机关经审查确属自愿离婚，应即准予登记，发给离婚证。

诉讼离婚的手续如下：

1、一方当事人向法院提起诉讼，并提交起诉状和证件材料；

2、法院受理后，开庭时先行调解；

3、调解不成的，作出判决。

根据《民法典》第一千零七十六条规定，夫妻双方自愿离婚的，应当签订书面离婚协议，并亲自到婚姻登记机关申请离婚登记。

离婚协议应当载明双方自愿离婚的意思表示和对子女抚养、财产以及债务处理等事项协商一致的意见。

第一千零七十九条第一款规定，夫妻一方要求离婚的，可以由有关组织进行调解或者直接向人民法院提起离婚诉讼。","
                  法律依据：
                  《民法典》第一千零七十六条

夫妻双方自愿离婚的，应当签订书面离婚协议，并亲自到婚姻登记机关申请离婚登记。

离婚协议应当载明双方自愿离婚的意思表示和对子女抚养、财产以及债务处理等事项协商一致的意见。

《民法典》第一千零七十九条

夫妻一方要求离婚的，可以由有关组织进行调解或者直接向人民法院提起离婚诉讼。

人民法院审理离婚案件，应当进行调解；
如果感情确已破裂，调解无效的，应当准予离婚。                "
"
          问
          离婚后12岁女儿谁抚养        ","离婚后12岁女儿谁抚养的确定有以下规定：

《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第四十六条规定，对已满两周岁的未成年子女，父母均要求直接抚养，一方有下列情形之一的，可予优先考虑：

（一）已做绝育手术或者因其他原因丧失生育能力；

（二）子女随其生活时间较长，改变生活环境对子女健康成长明显不利；

（三）无其他子女，而另一方有其他子女；

（四）子女随其生活，对子女成长有利，而另一方患有久治不愈的传染性疾病或者其他严重疾病，或者有其他不利于子女身心健康的情形，不宜与子女共同生活。","
                  法律依据：
                  《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第四十六条

对已满两周岁的未成年子女，父母均要求直接抚养，一方有下列情形之一的，可予优先考虑：

（一）已做绝育手术或者因其他原因丧失生育能力；

（二）子女随其生活时间较长，改变生活环境对子女健康成长明显不利；

（三）无其他子女，而另一方有其他子女；

（四）子女随其生活，对子女成长有利，而另一方患有久治不愈的传染性疾病或者其他严重疾病，或者有其他不利于子女身心健康的情形，不宜与子女共同生活。                "
"
          问
          异地离婚如何办理，有什么程序        ","异地办理离婚的，可以走诉讼离婚程序，程序如下：

1、准备起诉状和相关的证件材料到被告所在地法院起诉；

2、法院受理后会通知原被告开庭；

3、开庭审理时，法院会先行调解；

4、调解不成的，法院会根据具体情况依法作出是否离婚的判决。

根据《民法典》第一千零七十九条第一、二款规定，夫妻一方要求离婚的，可以由有关组织进行调解或者直接向人民法院提起离婚诉讼。

人民法院审理离婚案件，应当进行调解；如果感情确已破裂，调解无效的，应当准予离婚。","
                  法律依据：
                  《民法典》第一千零七十九条

夫妻一方要求离婚的，可以由有关组织进行调解或者直接向人民法院提起离婚诉讼。

人民法院审理离婚案件，应当进行调解；
如果感情确已破裂，调解无效的，应当准予离婚。

有下列情形之一，调解无效的，应当准予离婚：


（一）重婚或者与他人同居；


（二）实施家庭暴力或者虐待、遗弃家庭成员；


（三）有赌博、吸毒等恶习屡教不改；


（四）因感情不和分居满二年；


（五）其他导致夫妻感情破裂的情形。                "
"
          问
          结婚未同居可以要求返还彩礼吗        ","结婚未同居可以要求返还彩礼。根据《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第五条规定，当事人请求返还按照习俗给付的彩礼的，如果是双方办理结婚登记手续但确未共同生活的，可以要求返还彩礼。

《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第五条规定，当事人请求返还按照习俗给付的彩礼的，如果查明属于以下情形，人民法院应当予以支持：

（一）双方未办理结婚登记手续；

（二）双方办理结婚登记手续但确未共同生活；

（三）婚前给付并导致给付人生活困难。

适用前款第二项、第三项的规定，应当以双方离婚为条件。","
                  法律依据：
                  《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第五条

当事人请求返还按照习俗给付的彩礼的，如果查明属于以下情形，人民法院应当予以支持：

（一）双方未办理结婚登记手续；

（二）双方办理结婚登记手续但确未共同生活；

（三）婚前给付并导致给付人生活困难。

适用前款第二项、第三项的规定，应当以双方离婚为条件。                "
"
          问
          夫妻房产在国外离婚后如何进行房产分割        ","夫妻房产在国外，如果适用我国法律的，房产属于夫妻共同财产的，双方可以进行协商分割，协商不成的，由法院根据具体情况依法作出房产分割的判决。如果是在国外诉讼离婚的，离婚财产分割按照审理法院地的国家法律的规定处理。

根据《民法典》第一千零八十七条规定，离婚时，夫妻的共同财产由双方协议处理；协议不成的，由人民法院根据财产的具体情况，按照照顾子女、女方和无过错方权益的原则判决。

对夫或者妻在家庭土地承包经营中享有的权益等，应当依法予以保护。","
                  法律依据：
                  《民法典》第一千零八十七条

离婚时，夫妻的共同财产由双方协议处理；协议不成的，由人民法院根据财产的具体情况，按照照顾子女、女方和无过错方权益的原则判决。

对夫或者妻在家庭土地承包经营中享有的权益等，应当依法予以保护。                "
"
          问
          离婚损害赔偿中是否包括精神损害赔偿        ","离婚损害赔偿中包括精神损害赔偿。根据《民法典》第一千零九十一条的规定，有下列情形之一，导致离婚的，无过错方有权请求损害赔偿：

（一）重婚的；

（二）有配偶者与他人同居的；

（三）实施家庭暴力的；

（四）虐待、遗弃家庭成员的。

根据《民法典》第一千零九十一条规定，有下列情形之一，导致离婚的，无过错方有权请求损害赔偿：

(一)重婚；

(二)与他人同居；

(三)实施家庭暴力；

(四)虐待、遗弃家庭成员；

(五)有其他重大过错。","
                  法律依据：
                  《民法典》第一千零九十一条

有下列情形之一，导致离婚的，无过错方有权请求损害赔偿：

(一)重婚；

(二)与他人同居；

(三)实施家庭暴力；

(四)虐待、遗弃家庭成员；

(五)有其他重大过错。                "
"
          问
          结婚时候给彩礼会还回来吗        ","结婚时候给彩礼会还回来看具体情况。结婚时候彩礼可以要回的条件：

(一)双方未办理结婚登记手续的。

(二)双方办理结婚手续但给付人生活困难的。

(三)婚前给付并导致给付人生活困难的。

《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第五条规定，当事人请求返还按照习俗给付的彩礼的，如果查明属于以下情形，人民法院应当予以支持：

（一）双方未办理结婚登记手续；

（二）双方办理结婚登记手续但确未共同生活；

（三）婚前给付并导致给付人生活困难。

适用前款第二项、第三项的规定，应当以双方离婚为条件。","
                  法律依据：
                  《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第五条

当事人请求返还按照习俗给付的彩礼的，如果查明属于以下情形，人民法院应当予以支持：

（一）双方未办理结婚登记手续；

（二）双方办理结婚登记手续但确未共同生活；

（三）婚前给付并导致给付人生活困难。

适用前款第二项、第三项的规定，应当以双方离婚为条件。                "
"
          问
          在我国离婚男方抚养权吗        ","在我国离婚男方有抚养权，但是是否由男方抚养要根据具体情况而定。离婚后，不满两周岁的子女，以由母亲直接抚养为原则。已满两周岁的子女，父母双方对抚养问题协议不成的，由人民法院判决。

根据《民法典》第一千零八十四条第三款规定，离婚后，不满两周岁的子女，以由母亲直接抚养为原则。已满两周岁的子女，父母双方对抚养问题协议不成的，由人民法院根据双方的具体情况，按照最有利于未成年子女的原则判决。子女已满八周岁的，应当尊重其真实意愿。","
                  法律依据：
                  《民法典》第一千零八十四条

父母与子女间的关系，不因父母离婚而消除。离婚后，子女无论由父或者母直接抚养，仍是父母双方的子女。

离婚后，父母对于子女仍有抚养、教育、保护的权利和义务。

离婚后，不满两周岁的子女，以由母亲直接抚养为原则。已满两周岁的子女，父母双方对抚养问题协议不成的，由人民法院根据双方的具体情况，按照最有利于未成年子女的原则判决。子女已满八周岁的，应当尊重其真实意愿。                "
"
          问
          第二次起诉判离婚的情形包括哪些        ","第二次起诉判离婚的情形包括：

1、一方患有法定禁止结婚疾病的，或一方有生理缺陷，或其他原因不能发生性行为，且难以治愈的。

2、婚前缺乏了解，草率结婚，婚后未建立起夫妻感情，难以共同生活的

3、婚前隐瞒精神病，婚后经治不愈，或者婚前知道对方患精神病而与其结婚，或一方在夫妻共同生活期间患精神病，久治不愈的。

根据《中华人民共和国民法典》第一千零七十九条规定，夫妻一方要求离婚的，可以由有关组织进行调解或者直接向人民法院提起离婚诉讼。人民法院审理离婚案件，应当进行调解；如果感情确已破裂，调解无效的，应当准予离婚。","
                  法律依据：
                  《中华人民共和国民法典》第一千零七十九条

夫妻一方要求离婚的，可以由有关组织进行调解或者直接向人民法院提起离婚诉讼。人民法院审理离婚案件，应当进行调解；如果感情确已破裂，调解无效的，应当准予离婚。有下列情形之一，调解无效的，应当准予离婚：

(一)重婚或者与他人同居；

(二)实施家庭暴力或者虐待、遗弃家庭成员；

(三)有赌博、吸毒等恶习屡教不改；

(四)因感情不和分居满二年；

(五)其他导致夫妻感情破裂的情形。                "
"
          问
          农村子女的抚养费怎么计算        ","农村子女的抚养费的计算根据当地的实际生活水平来进行计算，有固定收入的，按照收入的百分之二十至百分之三十的比例给付，无固定收入的，依据当地总收入或同行业平均收入计算。

《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第四十九条规定，抚养费的数额，可以根据子女的实际需要、父母双方的负担能力和当地的实际生活水平确定。

有固定收入的，抚养费一般可以按其月总收入的百分之二十至三十的比例给付。负担两个以上子女抚养费的，比例可以适当提高，但一般不得超过月总收入的百分之五十。

无固定收入的，抚养费的数额可以依据当年总收入或者同行业平均收入，参照上述比例确定。

有特殊情况的，可以适当提高或者降低上述比例。","
                  法律依据：
                  《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第四十九条

抚养费的数额，可以根据子女的实际需要、父母双方的负担能力和当地的实际生活水平确定。

有固定收入的，抚养费一般可以按其月总收入的百分之二十至三十的比例给付。负担两个以上子女抚养费的，比例可以适当提高，但一般不得超过月总收入的百分之五十。

无固定收入的，抚养费的数额可以依据当年总收入或者同行业平均收入，参照上述比例确定。

有特殊情况的，可以适当提高或者降低上述比例。                "
"
          问
          单方面离婚财产分割应该怎么处理        ","单方面离婚财产分割应该的处理：单方面起诉离婚时夫妻双方可以就财产分割进行协商，如果协商不成法院会按照共同财产一人一半，个人财产不予分割的原则进行判决。

根据《民法典》第一千零八十七条规定，离婚时，夫妻的共同财产由双方协议处理；协议不成的，由人民法院根据财产的具体情况，按照照顾子女、女方和无过错方权益的原则判决。

对夫或者妻在家庭土地承包经营中享有的权益等，应当依法予以保护。","
                  法律依据：
                  《民法典》第一千零八十七条

离婚时，夫妻的共同财产由双方协议处理；协议不成的，由人民法院根据财产的具体情况，按照照顾子女、女方和无过错方权益的原则判决。

对夫或者妻在家庭土地承包经营中享有的权益等，应当依法予以保护。                "
"
          问
          婚姻法中的无效婚姻的情形是什么        ","根据《中华人民共和国民法典》第一千零五十一条的规定，无效婚姻的情形具体如下：

（一）重婚的；

（二）有禁止结婚的亲属关系的；

（三）未到法定婚龄的。

根据《中华人民共和国民法典》第一千零五十一条规定，有下列情形之一的，婚姻无效：

(一)重婚；

(二)有禁止结婚的亲属关系；

(三)未到法定婚龄。

第一千零四十八条规定，直系血亲或者三代以内的旁系血亲禁止结婚。","
                  法律依据：
                  《中华人民共和国民法典》第一千零五十一条

有下列情形之一的，婚姻无效：

(一)重婚；

(二)有禁止结婚的亲属关系；

(三)未到法定婚龄。

第一千零四十八条

直系血亲或者三代以内的旁系血亲禁止结婚。                "
"
          问
          中止探望权的条件有哪些        ","中止探望权的条件有：探望权人是无行为能力人或者限制行为能力人；探望权人患有严重传染性疾病或者其他严重疾病，可能危及子女健康的；探望权人在行使探望权时对子女有侵权行为或者犯罪行为，损害子女利益的等等。

根据《民法典》第一千零八十六条规定，离婚后，不直接抚养子女的父或者母，有探望子女的权利，另一方有协助的义务。

行使探望权利的方式、时间由当事人协议；协议不成的，由人民法院判决。

父或者母探望子女，不利于子女身心健康的，由人民法院依法中止探望；中止的事由消失后，应当恢复探望。","
                  法律依据：
                  《民法典》第一千零八十六条

离婚后，不直接抚养子女的父或者母，有探望子女的权利，另一方有协助的义务。

行使探望权利的方式、时间由当事人协议；协议不成的，由人民法院判决。

父或者母探望子女，不利于子女身心健康的，由人民法院依法中止探望；中止的事由消失后，应当恢复探望。                "
"
          问
          夫妻离婚后小孩抚养费法院怎么判        ","夫妻离婚后小孩抚养费，法院一般根据子女的实际需要、父母双方的负担能力和当地的实际生活水平确定。有固定收入的，抚育费一般可按其月总收入的百分之二十至三十的比例给付。

《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第四十九条前三款规定，抚养费的数额，可以根据子女的实际需要、父母双方的负担能力和当地的实际生活水平确定。

有固定收入的，抚养费一般可以按其月总收入的百分之二十至三十的比例给付。负担两个以上子女抚养费的，比例可以适当提高，但一般不得超过月总收入的百分之五十。

无固定收入的，抚养费的数额可以依据当年总收入或者同行业平均收入，参照上述比例确定。","
                  法律依据：
                  《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第四十九条

抚养费的数额，可以根据子女的实际需要、父母双方的负担能力和当地的实际生活水平确定。

有固定收入的，抚养费一般可以按其月总收入的百分之二十至三十的比例给付。负担两个以上子女抚养费的，比例可以适当提高，但一般不得超过月总收入的百分之五十。

无固定收入的，抚养费的数额可以依据当年总收入或者同行业平均收入，参照上述比例确定。

有特殊情况的，可以适当提高或者降低上述比例。                "
"
          问
          离婚后民政局给办自愿放弃探视权吗        ","离婚后民政局是不给办自愿放弃探视权，探视权作为一种身份性的权利，既无权放弃也无权剥夺。离婚后，不直接抚养子女的父或母，有探望子女的权利，另一方有协助的义务。

根据《民法典》第一千零八十六条规定，离婚后，不直接抚养子女的父或者母，有探望子女的权利，另一方有协助的义务。行使探望权利的方式、时间由当事人协议；协议不成的，由人民法院判决。父或者母探望子女，不利于子女身心健康的，由人民法院依法中止探望；中止的事由消失后，应当恢复探望。","
                  法律依据：
                  《民法典》第一千零八十六条

离婚后，不直接抚养子女的父或者母，有探望子女的权利，另一方有协助的义务。行使探望权利的方式、时间由当事人协议；协议不成的，由人民法院判决。父或者母探望子女，不利于子女身心健康的，由人民法院依法中止探望；中止的事由消失后，应当恢复探望。                "
"
          问
          妻子怀孕离婚财产分配是怎样的        ","妻子怀孕离婚财产分配是一人一半，同时照顾女方、无过错方。根据《中华人民共和国民法典》第一千零九十一条的规定，如果男方出现以下情形，女方可以提出赔偿：(一)重婚；(二)与他人同居；(三)实施家庭暴力；(四)虐待、遗弃家庭成员；(五)有其他重大过错。

根据《中华人民共和国民法典》第一千零九十一条规定，有下列情形之一，导致离婚的，无过错方有权请求损害赔偿：

(一)重婚；

(二)与他人同居；

(三)实施家庭暴力；

(四)虐待、遗弃家庭成员；

(五)有其他重大过错。","
                  法律依据：
                  《中华人民共和国民法典》第一千零九十一条

有下列情形之一，导致离婚的，无过错方有权请求损害赔偿：

(一)重婚；

(二)与他人同居；

(三)实施家庭暴力；

(四)虐待、遗弃家庭成员；

(五)有其他重大过错。                "
"
          问
          孩子上学可多要抚养费吗        ","孩子上学可多要抚养费。孩子上学是可以追加抚养费的。关于子女生活费和教育费的协议或判决，不妨碍子女在必要时向父母任何一方提出超过协议或判决原定数额的合理要求。

根据《中华人民共和国民法典》第一千零八十五条规定，离婚后，子女由一方直接抚养的，另一方应当负担部分或者全部抚养费。负担费用的多少和期限的长短，由双方协议；协议不成的，由人民法院判决。前款规定的协议或者判决，不妨碍子女在必要时向父母任何一方提出超过协议或者判决原定数额的合理要求。","
                  法律依据：
                  《中华人民共和国民法典》第一千零八十五条

离婚后，子女由一方直接抚养的，另一方应当负担部分或者全部抚养费。负担费用的多少和期限的长短，由双方协议；协议不成的，由人民法院判决。前款规定的协议或者判决，不妨碍子女在必要时向父母任何一方提出超过协议或者判决原定数额的合理要求。                "
"
          问
          婚前出资购买的房产离婚怎么分        ","婚前出资购买的房产离婚的分割：双方共同出资购房，登记在一方名下，如果最终未能结婚的，在双方没有特殊约定的情况下，仍然应当确定该房屋系登记方一方个人财产，在分割时应当判令登记一方返还另一方的出资份额。

根据《民法典》第一千零八十七条规定，离婚时，夫妻的共同财产由双方协议处理；协议不成的，由人民法院根据财产的具体情况，按照照顾子女、女方和无过错方权益的原则判决。

对夫或者妻在家庭土地承包经营中享有的权益等，应当依法予以保护。","
                  法律依据：
                  《民法典》第一千零八十七条

离婚时，夫妻的共同财产由双方协议处理；协议不成的，由人民法院根据财产的具体情况，按照照顾子女、女方和无过错方权益的原则判决。

对夫或者妻在家庭土地承包经营中享有的权益等，应当依法予以保护。                "
"
          问
          无力抚养孩子的条件如何认定        ","无力抚养孩子的条件的认定：

（1）经济上有严重困难；

（2）身体上有其他不能与子女一起生活的严重疾病或伤残。无力抚养孩子可以要求变更抚养权，将抚养权给另一方。

《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第五十六条规定，具有下列情形之一，父母一方要求变更子女抚养关系的，人民法院应予支持：

（一）与子女共同生活的一方因患严重疾病或者因伤残无力继续抚养子女；

（二）与子女共同生活的一方不尽抚养义务或有虐待子女行为，或者其与子女共同生活对子女身心健康确有不利影响；

（三）已满八周岁的子女，愿随另一方生活，该方又有抚养能力；

（四）有其他正当理由需要变更。","
                  法律依据：
                  《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第五十六条

具有下列情形之一，父母一方要求变更子女抚养关系的，人民法院应予支持：


（一）与子女共同生活的一方因患严重疾病或者因伤残无力继续抚养子女；


（二）与子女共同生活的一方不尽抚养义务或有虐待子女行为，或者其与子女共同生活对子女身心健康确有不利影响；


（三）已满八周岁的子女，愿随另一方生活，该方又有抚养能力；


（四）有其他正当理由需要变更。                "
"
          问
          中止探视权时间的规定是怎样的        ","中止探视权时间的规定是：父或母探望子女，不利于子女身心健康的，由人民法院依法中止探望的权利；中止的事由消失后，应当恢复探望的权利。不得因为一方不给付抚养费而剥夺其探望权。

根据《民法典》第一千零八十六条规定，离婚后，不直接抚养子女的父或者母，有探望子女的权利，另一方有协助的义务。行使探望权利的方式、时间由当事人协议；协议不成的，由人民法院判决。父或者母探望子女，不利于子女身心健康的，由人民法院依法中止探望；中止的事由消失后，应当恢复探望。","
                  法律依据：
                  《民法典》第一千零八十六条

离婚后，不直接抚养子女的父或者母，有探望子女的权利，另一方有协助的义务。行使探望权利的方式、时间由当事人协议；协议不成的，由人民法院判决。父或者母探望子女，不利于子女身心健康的，由人民法院依法中止探望；中止的事由消失后，应当恢复探望。                "
"
          问
          哺乳期男方提出离婚财产分割可以吗        ","哺乳期男方不可以提出离婚财产分割，根据《民法典》第一千零八十二条的规定：女方在怀孕期间、分娩后一年内或终止妊娠后六个月内，男方不得提出离婚。女方提出离婚的，或人民法院认为确有必要受理男方离婚请求的，不在此限。

根据《民法典》第一千零八十二条规定，女方在怀孕期间、分娩后一年内或者终止妊娠后六个月内，男方不得提出离婚；但是，女方提出离婚或者人民法院认为确有必要受理男方离婚请求的除外。","
                  法律依据：
                  《民法典》第一千零八十二条

女方在怀孕期间、分娩后一年内或者终止妊娠后六个月内，男方不得提出离婚；但是，女方提出离婚或者人民法院认为确有必要受理男方离婚请求的除外。                "
"
          问
          离婚后孩子的抚养费怎么算        ",离婚后孩子的抚养费计算标准：1、如果有固定收入的，抚养费的数额为其月总收入的百分之二十至三十；2、如果无固定收入的，抚养费的数额为当年总收入或者同行业平均收入的百分之二十至三十。根据《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第四十九条规定，抚养费的数额，可以根据子女的实际需要、父母双方的负担能力和当地的实际生活水平确定。有固定收入的，抚养费一般可以按其月总收入的百分之二十至三十的比例给付。负担两个以上子女抚养费的，比例可以适当提高，但一般不得超过月总收入的百分之五十。无固定收入的，抚养费的数额可以依据当年总收入或者同行业平均收入，参照上述比例确定。有特殊情况的，可以适当提高或者降低上述比例。,"
                  法律依据：
                  《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第四十九条

抚养费的数额，可以根据子女的实际需要、父母双方的负担能力和当地的实际生活水平确定。

有固定收入的，抚养费一般可以按其月总收入的百分之二十至三十的比例给付。负担两个以上子女抚养费的，比例可以适当提高，但一般不得超过月总收入的百分之五十。

无固定收入的，抚养费的数额可以依据当年总收入或者同行业平均收入，参照上述比例确定。

有特殊情况的，可以适当提高或者降低上述比例。                "
"
          问
          离婚孩子抚养权如何判        ",离婚孩子抚养权的判决需要根据孩子的年龄以及其他方面因素确定：不满2周岁的孩子，由母亲直接抚养；已满2周岁的孩子可以协议约定，约定不成，由法院按照有利子女原则判决；8周岁以上，应当尊重其真实意愿。根据《民法典》第一千零八十四条规定，父母与子女间的关系，不因父母离婚而消除。离婚后，子女无论由父或者母直接抚养，仍是父母双方的子女。离婚后，父母对于子女仍有抚养、教育、保护的权利和义务。离婚后，不满两周岁的子女，以由母亲直接抚养为原则。已满两周岁的子女，父母双方对抚养问题协议不成的，由人民法院根据双方的具体情况，按照最有利于未成年子女的原则判决。子女已满八周岁的，应当尊重其真实意愿。,"
                  法律依据：
                  《民法典》第一千零八十四条父母与子女间的关系，不因父母离婚而消除。离婚后，子女无论由父或者母直接抚养，仍是父母双方的子女。离婚后，父母对于子女仍有抚养、教育、保护的权利和义务。离婚后，不满两周岁的子女，以由母亲直接抚养为原则。已满两周岁的子女，父母双方对抚养问题协议不成的，由人民法院根据双方的具体情况，按照最有利于未成年子女的原则判决。子女已满八周岁的，应当尊重其真实意愿。                "
"
          问
          新婚姻法离婚财产分割        ",关于离婚财产分割的问题，如果没有特殊情形的可以双方予以平分，财产分割主要是对于婚姻关系存续期间所得共同财产，而不是分割个人财产。其对共同财产平分的基础上适当的照顾女方、子女以及无过错方的权益等。根据《民法典》第一千零六十二条规定，夫妻在婚姻关系存续期间所得的下列财产，为夫妻的共同财产，归夫妻共同所有：(一)工资、奖金、劳务报酬;(二)生产、经营、投资的收益;(三)知识产权的收益;(四)继承或者受赠的财产，但是本法第一千零六十三条第三项规定的除外;(五)其他应当归共同所有的财产。夫妻对共同财产，有平等的处理权。第一千零八十七条规定，离婚时，夫妻的共同财产由双方协议处理；协议不成的，由人民法院根据财产的具体情况，按照照顾子女、女方和无过错方权益的原则判决。对夫或者妻在家庭土地承包经营中享有的权益等，应当依法予以保护。,"
                  法律依据：
                  《民法典》第一千零六十二条夫妻在婚姻关系存续期间所得的下列财产，为夫妻的共同财产，归夫妻共同所有：(一)工资、奖金、劳务报酬;(二)生产、经营、投资的收益;(三)知识产权的收益;(四)继承或者受赠的财产，但是本法第一千零六十三条第三项规定的除外;(五)其他应当归共同所有的财产。夫妻对共同财产，有平等的处理权。                "
"
          问
          没结婚生孩子孩子归谁        ",没结婚生孩子，就孩子的归属问题，首先父母双方可以协商抚养权的归属，在有利于保护子女利益的情况下，父母也可以选择轮流抚养子女。在没有办理结婚手续的情况下所生育的子女，称为非婚生子女。我国法律规定，非婚生子女享有与婚生子女同等的权利。根据《民法典》第一千零七十一条规定，非婚生子女享有与婚生子女同等的权利，任何组织或者个人不得加以危害和歧视。不直接抚养非婚生子女的生父或者生母，应当负担未成年子女或者不能独立生活的成年子女的抚养费。,"
                  法律依据：
                  《民法典》第一千零七十一条

非婚生子女享有与婚生子女同等的权利，任何组织或者个人不得加以危害和歧视。

不直接抚养非婚生子女的生父或者生母，应当负担未成年子女或者不能独立生活的成年子女的抚养费。                "
"
          问
          遗产继承人的顺序        ",遗产继承人的顺序：第一顺序继承人包括配偶、子女、父母；第二顺序继承人包括兄弟姐妹、祖父母、外祖父母。继承开始后，由第一顺序继承人继承，第二顺序继承人不继承。没有第一顺序继承人继承的，由第二顺序继承人继承。根据《民法典》第一千一百二十七条规定，遗产按照下列顺序继承：（一）第一顺序：配偶、子女、父母；（二）第二顺序：兄弟姐妹、祖父母、外祖父母。继承开始后，由第一顺序继承人继承，第二顺序继承人不继承；没有第一顺序继承人继承的，由第二顺序继承人继承。,"
                  法律依据：
                  《民法典》第一千一百二十七条遗产按照下列顺序继承：（一）第一顺序：配偶、子女、父母；（二）第二顺序：兄弟姐妹、祖父母、外祖父母。继承开始后，由第一顺序继承人继承，第二顺序继承人不继承；没有第一顺序继承人继承的，由第二顺序继承人继承。                "
